,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,nc5,nc4,nc3,nc2,trans
496,2019,هدف,Persian,NOUN,228,yes,2.7087,-1.299,-2.5001,0.609,0.6393,0.3017,2,1,1,1,Target
368,1054,خبر,Persian,NOUN,229,yes,-1.104,-0.8999,-0.1931,0.4868,0.6506,0.4179,5,4,3,2,the news
222,542,قرارداد,Persian,NOUN,230,yes,1.4986,0.0698,0.4879,0.5702,0.6779,0.4522,2,1,1,1,Contract
228,554,سطح,Persian,NOUN,231,yes,-0.8035,-0.4446,-1.7759,0.4964,0.6634,0.3382,5,4,3,2,level
215,4613,یلدا,Persian,PROPN,232,yes,4.6542,-0.3013,1.0878,0.6714,0.6674,0.4824,2,1,1,1,Yalda
315,835,مربوط,Persian,ADJ,233,yes,-3.7169,0.157,-1.626,0.403,0.6803,0.3457,5,4,3,2,related
4,2052,فکر,Persian,NOUN,234,yes,0.7794,-0.2139,-3.0968,0.5472,0.6699,0.2717,2,1,1,1,Thought
495,1989,تمرین,Persian,NOUN,235,yes,9.2748,1.7446,4.7004,0.8195,0.725,0.6643,1,1,1,1,Practice
493,1947,یاد,Persian,NOUN,236,yes,2.6168,0.1846,2.9627,0.6061,0.6811,0.5768,2,1,1,1,remember
0,2048,موضوع,Persian,NOUN,238,yes,0.6868,-0.4512,-0.5812,0.5442,0.6632,0.3983,5,4,3,2,Topic
353,982,مسافر,Persian,NOUN,239,yes,2.3753,-0.3204,-3.6688,0.5983,0.6669,0.2428,2,1,1,1,Passenger
251,617,توسعه,Persian,NOUN,240,yes,-1.3518,0.4338,0.6531,0.4788,0.6881,0.4605,5,4,3,2,Development
46,2129,خوب,Persian,ADJ,241,yes,5.4752,0.648,2.5147,0.6977,0.6941,0.5543,2,1,1,1,Good
139,324,دنیا,Persian,NOUN,242,yes,2.3919,-0.343,-0.9606,0.5989,0.6663,0.3792,2,1,1,1,world
271,673,گذشته,Persian,ADJ,244,yes,1.8354,3.5997,2.6109,0.581,0.7772,0.5591,2,1,1,1,the past
362,3084,ولی,Persian,CCONJ,245,yes,11.438,2.3075,7.2128,0.8889,0.7409,0.7909,1,1,1,1,but
467,1696,ذهن,Persian,NOUN,246,yes,2.1113,-0.8158,1.616,0.5899,0.6529,0.509,2,1,1,1,Mind
390,1174,بازی,Persian,NOUN,247,yes,0.0286,-1.4088,-1.5462,0.5231,0.6363,0.3497,5,4,3,2,Play
372,1086,تن,Persian,NOUN,248,yes,2.6879,-0.4134,-0.2109,0.6084,0.6643,0.417,2,1,1,1,Ton
401,1225,ارزش,Persian,NOUN,249,yes,-0.0029,-0.8639,-1.5721,0.5221,0.6516,0.3484,2,1,1,1,Value
42,2119,چه,Persian,NOUN,250,yes,-6.5925,5.2698,1.7765,0.3108,0.8242,0.5171,3,2,2,2,What
233,558,چه,Persian,NOUN,250,yes,1.514,-1.3559,0.2378,0.5707,0.6377,0.4396,5,4,3,2,What
100,200,وارد,Persian,ADJ,251,yes,5.5881,1.0786,-0.4076,0.7013,0.7063,0.4071,2,1,1,1,come in
138,6465,نویسندگی,Persian,NOUN,252,yes,-5.4921,7.2814,3.6856,0.3461,0.8809,0.6132,3,2,2,2,writing
141,328,مهر,Persian,PROPN,253,yes,-8.3515,11.5145,4.4465,0.2544,1.0,0.6516,3,2,2,2,stamp
428,1398,بیرون,Persian,NOUN,254,yes,5.7401,1.2446,4.317,0.7062,0.7109,0.645,2,1,1,1,the outside
305,801,نقش,Persian,NOUN,255,yes,1.0727,-1.1172,-1.2018,0.5566,0.6445,0.3671,5,4,3,2,Role
339,932,گونه,Persian,NOUN,256,yes,0.5552,-0.7838,-0.3983,0.54,0.6538,0.4076,5,4,3,2,Kind
159,372,پدر,Persian,NOUN,257,yes,-0.6284,0.9834,-0.0339,0.502,0.7036,0.4259,5,4,3,2,Father
205,495,حاضر,Persian,ADJ,258,yes,1.901,0.2862,-0.2318,0.5831,0.684,0.4159,2,1,1,1,Present
173,402,کنار,Persian,NOUN,259,yes,3.8734,-0.0489,3.2493,0.6464,0.6745,0.5913,2,1,1,1,next to the
92,183,حادثه,Persian,NOUN,260,yes,1.6185,-1.3928,-0.6771,0.5741,0.6367,0.3935,2,1,1,1,the accident
131,303,آتش,Persian,NOUN,261,yes,-2.3215,2.189,-2.2711,0.4478,0.7375,0.3132,5,4,3,2,Fire
19,32,انقلاب,Persian,NOUN,262,yes,-2.6343,1.3077,-2.4616,0.4377,0.7127,0.3036,5,4,3,2,Revolution
74,146,علیه,Persian,ADP,263,yes,-7.4059,5.1658,0.0709,0.2848,0.8213,0.4312,3,2,2,2,against
319,853,اسرائیل,Persian,PROPN,264,yes,4.6242,0.102,-4.0837,0.6704,0.6788,0.222,2,1,1,1,Israel
206,498,آقا,Persian,NOUN,265,yes,3.6734,-0.401,-1.1329,0.64,0.6646,0.3706,2,1,1,1,sir
140,326,گزارش,Persian,NOUN,266,yes,1.8755,-0.097,2.1679,0.5823,0.6732,0.5368,2,1,1,1,Report
93,184,تعداد,Persian,NOUN,267,yes,0.7176,-1.1341,-0.0165,0.5452,0.644,0.4268,5,4,3,2,Number
246,591,جنگ,Persian,NOUN,268,yes,0.4491,-0.5342,-2.8907,0.5366,0.6609,0.282,2,1,1,1,the war
185,431,استان,Persian,PROPN,269,yes,5.0321,-0.1744,-0.5073,0.6835,0.671,0.4021,2,1,1,1,State
355,986,استان,Persian,PROPN,269,yes,-1.9083,1.5286,-0.3303,0.461,0.7189,0.411,5,4,3,2,State
296,764,قدرت,Persian,NOUN,270,yes,1.6005,-0.354,-0.5901,0.5735,0.6659,0.3979,2,1,1,1,the power
442,1462,اولین,Persian,ADJ,271,yes,-7.6471,6.1559,1.8545,0.277,0.8492,0.521,3,2,2,2,the first
170,2444,معنا,Persian,NOUN,272,yes,1.7326,-1.2603,0.6631,0.5777,0.6404,0.461,5,4,3,2,meaning
209,505,شهر,Persian,PROPN,273,yes,2.658,-0.0864,-0.83,0.6074,0.6735,0.3858,2,1,1,1,City
212,513,شهر,Persian,PROPN,273,yes,-1.7806,-0.8831,-2.4204,0.4651,0.651,0.3057,5,4,3,2,City
440,1446,زیاد,Persian,ADJ,274,yes,3.1109,-0.3749,0.3109,0.6219,0.6654,0.4433,2,1,1,1,Much
124,266,درصد,Persian,NOUN,275,yes,0.6535,-1.2458,-2.0639,0.5431,0.6408,0.3237,2,1,1,1,Percentage
286,721,ایجاد,Persian,NOUN,276,yes,2.9329,-0.6244,-1.0469,0.6162,0.6583,0.3749,2,1,1,1,Creation
469,1719,هفته,Persian,NOUN,277,yes,-0.0529,-1.6271,-3.5939,0.5205,0.6301,0.2466,2,1,1,1,week
172,2448,خانه,Persian,NOUN,278,yes,-1.9869,1.069,0.6272,0.4585,0.706,0.4592,5,4,3,2,Home
282,713,بازیکن,Persian,NOUN,279,yes,-0.0632,-1.1028,-3.3431,0.5202,0.6449,0.2593,2,1,1,1,player
15,26,انتخابات,Persian,NOUN,280,yes,0.4116,0.1398,-1.9627,0.5354,0.6798,0.3288,5,4,3,2,election
437,1432,ماند#مان,Persian,VERB,281,yes,-0.81,-2.003,1.4544,0.4962,0.6195,0.5009,5,4,3,2,we stayed
392,1188,طبیعی,Persian,ADJ,282,yes,3.2139,0.0971,-1.4406,0.6252,0.6786,0.3551,2,1,1,1,normal
371,5173,تعهد,Persian,NOUN,283,yes,8.9473,0.2631,-1.2267,0.809,0.6833,0.3658,2,1,1,1,obligation
316,842,میلیارد,Persian,NUM,284,yes,-6.5517,7.1008,-1.2514,0.3121,0.8758,0.3646,3,2,2,2,billion
16,27,اخیر,Persian,ADJ,285,yes,-5.2148,5.4787,2.6744,0.355,0.8301,0.5623,3,2,2,2,Lately
63,119,صبح,Persian,NOUN,286,yes,3.7317,0.2943,0.9474,0.6418,0.6842,0.4753,2,1,1,1,Morning
391,1182,ماده,Persian,NOUN,287,yes,0.7177,-0.1278,-1.255,0.5452,0.6723,0.3644,5,4,3,2,a matter
424,3415,بنا,Persian,NOUN,288,yes,3.2199,-0.0419,-2.3438,0.6254,0.6747,0.3096,2,1,1,1,Building
385,1149,شرایط,Persian,NOUN,289,yes,4.7032,-0.2554,0.9062,0.673,0.6687,0.4733,2,1,1,1,Conditions
337,2974,خودش,Persian,PRON,290,yes,3.2476,-0.1804,0.6792,0.6263,0.6708,0.4618,2,1,1,1,himself
177,409,عضو,Persian,NOUN,291,yes,0.5585,-0.4085,-2.2266,0.5401,0.6644,0.3155,5,4,3,2,Member
99,198,دستگاه,Persian,NOUN,292,yes,-0.0001,-1.3056,-0.9645,0.5222,0.6392,0.379,5,4,3,2,device
219,4624,قدر,Persian,NOUN,293,yes,2.7003,-0.5626,-1.146,0.6088,0.6601,0.3699,2,1,1,1,Appreciation
414,1303,جمع,Persian,NOUN,294,yes,3.1096,-0.522,1.6221,0.6219,0.6612,0.5093,2,1,1,1,Total
56,2151,متأسفانه,Persian,ADV,295,yes,6.6771,-0.1845,0.2021,0.7362,0.6707,0.4378,2,1,1,1,Unfortunately
264,646,نظامی,Persian,ADJ,296,yes,-9.2741,6.2874,0.2623,0.2249,0.8529,0.4408,3,2,2,2,Military
256,2671,سفارش,Persian,NOUN,297,yes,8.8565,1.7023,3.4628,0.8061,0.7238,0.602,1,1,1,1,Order
133,2353,انتخاب,Persian,NOUN,298,yes,4.8613,-0.0552,-0.2001,0.678,0.6744,0.4175,2,1,1,1,Selection
211,507,ترک,Persian,NOUN,299,yes,3.8477,1.1061,-0.2345,0.6455,0.707,0.4158,2,1,1,1,Turkish
257,627,تولید,Persian,NOUN,300,yes,0.5294,-0.0858,-1.6214,0.5392,0.6735,0.346,5,4,3,2,Production
174,404,تأکید,Persian,NOUN,301,yes,2.1351,-1.669,-2.6989,0.5906,0.6289,0.2917,2,1,1,1,emphasis
145,342,هنر,Persian,NOUN,302,yes,1.2532,-0.5074,-2.1536,0.5624,0.6616,0.3192,2,1,1,1,Art
484,5913,رهنمود,Persian,NOUN,303,yes,11.2787,0.448,-0.9059,0.8838,0.6885,0.382,2,1,1,1,Guidance
66,2178,دیگری,Persian,NOUN,304,yes,3.1264,0.482,0.2924,0.6224,0.6895,0.4423,2,1,1,1,other one
248,2662,کوچک,Persian,ADJ,305,yes,3.9068,0.6016,-2.6848,0.6474,0.6928,0.2924,2,1,1,1,Little
50,93,داشت#دار,Persian,AUX,306,yes,-10.9308,-12.2646,3.9615,0.1717,0.3307,0.6271,4,3,3,2,had
216,4614,داشت#دار,Persian,AUX,306,yes,8.9621,1.7411,5.6801,0.8095,0.7249,0.7137,1,1,1,1,had
195,462,مدیر,Persian,NOUN,307,yes,0.904,-1.6014,-3.2803,0.5512,0.6308,0.2624,2,1,1,1,the manager
203,492,اتفاق,Persian,NOUN,308,yes,4.8046,-0.6654,-1.0042,0.6762,0.6572,0.377,2,1,1,1,Happening
275,695,رقابت,Persian,NOUN,309,yes,1.7552,-0.3458,-2.8793,0.5785,0.6662,0.2826,2,1,1,1,Competition
294,2793,مثل,Persian,ADP,310,yes,-7.8462,4.8863,-2.5987,0.2706,0.8134,0.2967,3,2,2,2,Like
447,1515,بسیار,Persian,ADV,311,yes,12.0863,1.7747,0.8018,0.9097,0.7259,0.468,1,1,1,1,Very
136,320,رابطه,Persian,NOUN,312,yes,4.3075,-0.3428,1.1404,0.6603,0.6663,0.4851,2,1,1,1,Relation
307,815,مسابقه,Persian,NOUN,313,yes,1.7864,-0.2306,-1.998,0.5795,0.6694,0.327,2,1,1,1,Race
62,117,جاری,Persian,ADJ,314,yes,-4.548,7.8223,2.7333,0.3764,0.8961,0.5653,3,2,2,2,Current
32,51,تمام,Persian,ADJ,315,yes,-0.5101,-1.7692,1.3703,0.5058,0.6261,0.4966,5,4,3,2,entire
466,1693,تمام,Persian,ADJ,315,yes,7.6157,0.8734,3.1271,0.7663,0.7005,0.5851,1,1,1,1,entire
91,182,قرآن,Persian,PROPN,316,yes,3.4262,-0.8545,-2.1717,0.632,0.6519,0.3182,2,1,1,1,Quran
326,882,اجتماعی,Persian,ADJ,317,yes,-1.0823,3.3961,-2.297,0.4875,0.7715,0.3119,5,4,3,2,social
394,1191,افزایش,Persian,NOUN,318,yes,3.6904,-0.6296,-0.8353,0.6405,0.6582,0.3856,2,1,1,1,Increase
456,1577,مانند,Persian,ADP,319,yes,-6.1748,6.3784,0.7845,0.3242,0.8554,0.4671,3,2,2,2,like the
452,1559,وزارت,Persian,PROPN,320,yes,1.9437,-0.9546,-4.2514,0.5845,0.649,0.2135,2,1,1,1,Ministry
382,1136,صدا,Persian,NOUN,321,yes,2.2293,-1.2215,1.8421,0.5937,0.6415,0.5204,2,1,1,1,Voice
376,1128,تغییر,Persian,NOUN,322,yes,1.58,-0.5121,-1.3869,0.5728,0.6615,0.3578,2,1,1,1,change
361,1035,آماده,Persian,ADJ,323,yes,3.4776,0.0052,-0.0738,0.6337,0.676,0.4239,2,1,1,1,ready
239,572,ملت,Persian,NOUN,324,yes,0.6214,0.2307,-1.4711,0.5421,0.6824,0.3535,5,4,3,2,nation
480,1799,گوش,Persian,NOUN,325,yes,0.7938,0.2139,-0.3861,0.5476,0.6819,0.4082,5,4,3,2,the ear
487,3951,رهنمون,Persian,NOUN,326,yes,13.3865,2.6938,6.813,0.9513,0.7517,0.7707,1,1,1,1,the guide
164,379,هنرمند,Persian,NOUN,327,yes,-0.5536,-0.7763,-5.6555,0.5044,0.6541,0.1428,5,4,3,2,Artist
375,1100,طریق,Persian,NOUN,329,yes,5.7346,0.4135,0.5277,0.706,0.6875,0.4542,2,1,1,1,through
226,547,مسیر,Persian,NOUN,330,yes,-1.025,-1.5543,-3.2063,0.4893,0.6322,0.2661,5,4,3,2,Direction
303,4891,فهم,Persian,NOUN,331,yes,0.4684,1.4332,1.735,0.5372,0.7162,0.515,2,1,1,1,Understanding
223,543,روش,Persian,NOUN,332,yes,1.5308,-1.0207,-2.5868,0.5713,0.6472,0.2973,2,1,1,1,Method
410,1278,زیرا,Persian,SCONJ,333,yes,-1.9209,3.084,1.2414,0.4606,0.7627,0.4901,5,4,3,2,Because
154,364,پس,Persian,ADV,334,yes,-6.8514,3.6098,0.735,0.3025,0.7775,0.4646,3,2,2,2,So
470,1724,پس,Persian,ADV,334,yes,3.044,0.9129,1.8706,0.6198,0.7016,0.5218,2,1,1,1,So
369,1056,خودرو,Persian,NOUN,336,yes,1.7699,0.3953,-0.1287,0.5789,0.687,0.4211,2,1,1,1,car
214,518,مقام,Persian,NOUN,337,yes,1.8356,-0.5477,-1.3862,0.581,0.6605,0.3578,2,1,1,1,position
175,406,چهره,Persian,NOUN,338,yes,2.6346,-0.7661,1.2237,0.6066,0.6543,0.4892,2,1,1,1,the face
462,1650,تحقیق,Persian,NOUN,339,yes,4.0483,-0.5721,0.3899,0.652,0.6598,0.4473,2,1,1,1,Research
431,1415,مسئله,Persian,NOUN,340,yes,2.3922,-0.0075,-2.5596,0.5989,0.6757,0.2987,2,1,1,1,Question
434,5521,ایده,Persian,NOUN,341,yes,-1.536,0.6251,-1.3693,0.4729,0.6935,0.3587,5,4,3,2,Ideas
435,1428,اول,Persian,ADJ,342,yes,2.5755,3.1029,0.1438,0.6048,0.7632,0.4349,2,1,1,1,First
269,2718,بلکه,Persian,ADV,343,yes,5.7011,0.1674,1.5422,0.705,0.6806,0.5053,2,1,1,1,But
79,161,اصلی,Persian,ADJ,344,yes,-9.4623,7.6917,0.1293,0.2188,0.8924,0.4341,3,2,2,2,Main
443,1464,مدیریت,Persian,NOUN,345,yes,2.4696,0.3384,1.3093,0.6014,0.6854,0.4936,2,1,1,1,Management
446,1488,گروه,Persian,NOUN,346,yes,0.4476,-0.8157,-1.5079,0.5365,0.6529,0.3517,5,4,3,2,group
57,111,ترتیب,Persian,NOUN,347,yes,-0.8188,0.6314,0.6648,0.4959,0.6937,0.4611,5,4,3,2,order
18,31,تاریخ,Persian,NOUN,348,yes,1.2368,0.1007,-2.105,0.5618,0.6787,0.3216,2,1,1,1,History
261,639,جدی,Persian,ADJ,349,yes,-3.1806,1.6732,-3.4498,0.4202,0.723,0.2539,5,4,3,2,seriously
260,634,کودک,Persian,NOUN,350,yes,2.9981,-0.3446,1.6218,0.6183,0.6662,0.5093,2,1,1,1,Child
465,5788,آگهی,Persian,NOUN,351,yes,12.1817,2.0483,3.9292,0.9127,0.7336,0.6255,1,1,1,1,Advertising
482,1810,تمایز,Persian,NOUN,352,yes,0.4983,3.4511,2.0385,0.5382,0.773,0.5303,2,1,1,1,distinction
341,934,نمود#نما,Persian,VERB,353,yes,-2.8296,-0.9434,-0.6065,0.4315,0.6494,0.3971,5,4,3,2,Show
344,952,البته,Persian,ADV,354,yes,7.6685,-0.8161,-2.7074,0.768,0.6529,0.2913,2,1,1,1,Of course
328,892,علی,Persian,PROPN,355,yes,3.6972,-0.5635,-4.5819,0.6407,0.66,0.1969,2,1,1,1,Ali
489,1904,تومان,Persian,NOUN,356,yes,2.2899,-0.126,-6.1942,0.5956,0.6724,0.1157,2,1,1,1,Toman
402,1227,انسانی,Persian,ADJ,357,yes,-3.4968,3.0358,-3.2403,0.4101,0.7614,0.2644,5,4,3,2,human
478,1777,ع,Persian,NOUN,358,yes,-11.8779,8.553,-1.1807,0.1414,0.9166,0.3682,3,2,2,2,A
405,1238,حمایت,Persian,NOUN,359,yes,2.3676,-0.01,-2.9448,0.5981,0.6756,0.2793,2,1,1,1,Protection
227,550,فعالیت,Persian,NOUN,360,yes,0.4324,-0.6702,-1.4736,0.536,0.657,0.3534,5,4,3,2,Activity
497,2037,اصل,Persian,NOUN,362,yes,1.3149,-0.7473,-0.9841,0.5643,0.6549,0.3781,5,4,3,2,original
1,1,در,Persian,NOUN,363,yes,-9.941,-5.2536,2.9392,0.2035,0.528,0.5756,5,4,3,2,At
283,2761,در,Persian,NOUN,363,yes,-1.8236,1.7721,0.2713,0.4637,0.7258,0.4413,5,4,3,2,At
221,540,مرحله,Persian,NOUN,364,yes,-1.6153,-1.4557,-5.7476,0.4704,0.6349,0.1382,5,4,3,2,the level
331,904,تفاوت,Persian,NOUN,365,yes,-2.4399,2.7759,1.1178,0.444,0.754,0.4839,5,4,3,2,Difference
399,1213,فرهنگ,Persian,NOUN,366,yes,1.6146,-0.9008,-4.2979,0.5739,0.6506,0.2112,2,1,1,1,Culture
413,3350,که,Persian,CCONJ,367,yes,5.2982,0.7504,3.6063,0.692,0.697,0.6092,2,1,1,1,That
53,100,که,Persian,CCONJ,367,yes,-5.6916,-4.2977,2.8651,0.3397,0.5549,0.5719,5,4,3,2,That
306,4908,هنگام,Persian,NOUN,368,yes,1.5562,-0.3796,1.7732,0.5721,0.6652,0.5169,2,1,1,1,when
218,4622,جوان,Persian,NOUN,369,yes,-2.602,3.27,0.5692,0.4388,0.7679,0.4563,5,4,3,2,Young
408,1261,جوان,Persian,NOUN,369,yes,0.3661,0.3529,-0.2631,0.5339,0.6858,0.4144,5,4,3,2,Young
477,3821,سینما,Persian,NOUN,370,yes,4.6529,0.1139,-0.7963,0.6714,0.6791,0.3875,2,1,1,1,the cinema
101,201,صحنه,Persian,NOUN,371,yes,-0.6402,-0.1614,-1.9416,0.5017,0.6714,0.3298,5,4,3,2,Scene
404,3281,ریشه,Persian,NOUN,372,yes,2.5808,0.4456,-0.2111,0.6049,0.6884,0.417,2,1,1,1,Root
311,820,آیا,Persian,PART,373,yes,5.7165,0.3306,0.8483,0.7055,0.6852,0.4703,2,1,1,1,Is
363,1038,باعث,Persian,ADJ,374,yes,4.1896,-0.6626,-1.3046,0.6565,0.6573,0.3619,2,1,1,1,Cause
97,195,یافت#یاب,Persian,VERB,375,yes,-1.0742,-1.4615,0.131,0.4877,0.6348,0.4342,5,4,3,2,finder
387,1151,بین‌المللی,Persian,ADJ,376,yes,-1.61,3.94,-1.3082,0.4706,0.7868,0.3617,5,4,3,2,international
445,1487,پیش,Persian,NOUN,377,yes,-6.1965,4.4197,0.4735,0.3235,0.8003,0.4515,3,2,2,2,before
252,618,پیش,Persian,NOUN,377,yes,2.4169,0.5419,1.5876,0.5997,0.6912,0.5076,2,1,1,1,before
301,784,حالت,Persian,NOUN,378,yes,1.7584,-1.1874,0.0774,0.5786,0.6425,0.4315,5,4,3,2,state of
432,1421,مرد#میر,Persian,VERB,379,yes,1.8002,-0.3563,1.9495,0.5799,0.6659,0.5258,2,1,1,1,The man will die
82,163,تشکیل,Persian,NOUN,380,yes,1.5447,-0.7901,-1.907,0.5717,0.6537,0.3316,2,1,1,1,formation
373,1087,کالا,Persian,NOUN,381,yes,-1.1122,1.6654,-2.2229,0.4865,0.7228,0.3157,5,4,3,2,commodity
384,1146,8,Persian,NUM,382,yes,-7.1615,5.0381,-3.4614,0.2926,0.8177,0.2533,3,2,2,2,8
354,985,سفر,Persian,NOUN,383,yes,2.5,-0.7768,-1.7042,0.6023,0.654,0.3418,2,1,1,1,a trip
398,5308,تلفیق,Persian,NOUN,384,yes,14.9041,4.9419,11.3651,1.0,0.815,1.0,1,1,1,1,Consolidation
29,48,جمهوری,Persian,PROPN,385,yes,-2.74,1.7408,-5.1041,0.4343,0.7249,0.1706,5,4,3,2,Republic
366,1049,طول,Persian,NOUN,386,yes,1.8437,1.0993,1.8078,0.5813,0.7068,0.5187,2,1,1,1,the length
309,819,کسب,Persian,NOUN,387,yes,3.8832,-0.1348,-0.19,0.6467,0.6721,0.4181,2,1,1,1,acquisition
250,616,فروش,Persian,NOUN,389,yes,1.1137,-0.1382,-3.3324,0.5579,0.672,0.2598,2,1,1,1,sale
189,446,عالم,Persian,NOUN,390,yes,2.3861,-0.2509,-0.3146,0.5987,0.6688,0.4118,2,1,1,1,the world
298,767,مالی,Persian,ADJ,391,yes,-8.5893,7.1869,-1.2751,0.2468,0.8782,0.3634,3,2,2,2,Financial
427,1386,حوزه,Persian,NOUN,392,yes,2.5858,-0.576,-2.1616,0.6051,0.6597,0.3188,2,1,1,1,Area
426,1383,فرصت,Persian,NOUN,393,yes,3.6189,-0.2098,1.4067,0.6382,0.67,0.4985,2,1,1,1,the opportunity
299,768,باز,Persian,ADV,394,yes,7.7171,1.3266,4.4109,0.7696,0.7132,0.6498,1,1,1,1,open
290,2788,مجموعه,Persian,NOUN,395,yes,2.2339,-1.3137,-1.7032,0.5938,0.6389,0.3418,2,1,1,1,Collection
202,4588,کارگر,Persian,NOUN,396,yes,1.8857,-0.0705,-2.469,0.5826,0.6739,0.3033,2,1,1,1,manual worker
451,1552,موجب,Persian,ADJ,398,yes,8.9945,1.7345,5.1311,0.8105,0.7247,0.686,1,1,1,1,cause
39,2113,حالا,Persian,NOUN,399,yes,5.1419,-0.385,-0.7738,0.687,0.6651,0.3887,2,1,1,1,now
490,1913,ایرانی,Persian,ADJ,401,yes,-8.2023,7.3756,0.7288,0.2592,0.8835,0.4643,3,2,2,2,Iranian
423,1367,دلار,Persian,NOUN,402,yes,1.5211,-0.3767,-3.562,0.571,0.6653,0.2482,2,1,1,1,Dollar
416,1323,متوجه,Persian,ADJ,403,yes,4.7625,0.6073,1.6061,0.6749,0.693,0.5085,2,1,1,1,realized
132,2351,احساس,Persian,NOUN,404,yes,3.8339,1.5816,2.0067,0.6451,0.7204,0.5287,2,1,1,1,Feeling
358,3068,پرونده,Persian,NOUN,405,yes,7.653,0.7319,-0.0055,0.7675,0.6965,0.4273,2,1,1,1,File
379,1132,نمایش,Persian,NOUN,406,yes,-2.0366,1.4902,-2.3928,0.4569,0.7178,0.3071,5,4,3,2,the show
381,1135,عرصه,Persian,NOUN,407,yes,3.5301,-0.0646,0.3332,0.6354,0.6741,0.4444,2,1,1,1,arena
182,4513,شاید,Persian,ADV,408,yes,4.2472,1.843,2.2356,0.6583,0.7278,0.5402,2,1,1,1,Maybe
359,1023,داخلی,Persian,ADJ,409,yes,-7.8921,7.415,1.2833,0.2692,0.8846,0.4922,3,2,2,2,Internal
483,1817,جدول,Persian,NOUN,410,yes,6.8069,0.9916,0.6134,0.7404,0.7038,0.4585,2,1,1,1,Table
81,2211,میان,Persian,NOUN,411,yes,2.6044,-0.5006,0.532,0.6057,0.6618,0.4544,2,1,1,1,between
475,1754,میان,Persian,NOUN,411,yes,-8.2911,5.1837,-1.4412,0.2564,0.8218,0.355,3,2,2,2,between
293,744,ارتباط,Persian,NOUN,412,yes,0.292,-0.0168,-2.0816,0.5315,0.6754,0.3228,5,4,3,2,Relationship
259,633,جمله,Persian,NOUN,413,yes,1.3112,-0.828,1.7993,0.5642,0.6526,0.5182,2,1,1,1,Sentence
235,559,امکان,Persian,NOUN,414,yes,-0.059,-1.1497,-3.7484,0.5203,0.6435,0.2388,2,1,1,1,Possible
395,1192,قیمت,Persian,NOUN,415,yes,-0.5647,0.3505,-3.0842,0.5041,0.6858,0.2723,5,4,3,2,Price
188,441,مسأله,Persian,NOUN,416,yes,4.0486,-0.2691,-1.0821,0.652,0.6683,0.3731,2,1,1,1,Issue
417,3374,بشر,Persian,NOUN,417,yes,3.1239,0.3346,0.4635,0.6223,0.6853,0.451,2,1,1,1,the human
200,2537,گذشت#گذر,Persian,VERB,418,yes,-0.5693,-0.2443,-0.3086,0.5039,0.669,0.4121,5,4,3,2,passed
488,3952,فردا,Persian,NOUN,419,yes,5.5164,0.5639,2.0907,0.699,0.6918,0.5329,2,1,1,1,Tomorrow
263,643,پایان,Persian,NOUN,420,yes,3.2942,-0.2146,1.039,0.6278,0.6699,0.4799,2,1,1,1,the end
365,1041,حسین,Persian,PROPN,421,yes,-3.1161,2.5183,-5.1971,0.4223,0.7468,0.1659,5,4,3,2,Hossein
302,787,پشت,Persian,ADP,422,yes,0.7388,1.3566,2.1415,0.5459,0.7141,0.5355,2,1,1,1,Back
207,2546,پشت,Persian,ADP,422,yes,-2.9225,2.8974,0.9463,0.4285,0.7575,0.4753,5,4,3,2,Back
265,654,نقل,Persian,NOUN,423,yes,7.0322,-0.1233,-0.6201,0.7476,0.6724,0.3964,2,1,1,1,quote
400,1220,پیشنهاد,Persian,NOUN,425,yes,1.8307,-0.5184,-3.1268,0.5809,0.6613,0.2701,2,1,1,1,Proposal
420,1347,طی,Persian,ADP,426,yes,-5.9274,6.4755,2.0221,0.3322,0.8582,0.5295,3,2,2,2,during
119,247,انتظار,Persian,NOUN,427,yes,3.1252,0.3589,3.02,0.6224,0.686,0.5797,2,1,1,1,Expectation
126,282,مرگ,Persian,NOUN,428,yes,1.2966,-0.2385,0.1573,0.5638,0.6692,0.4355,2,1,1,1,Death
94,186,بانک,Persian,NOUN,429,yes,3.8365,0.4289,0.4392,0.6452,0.688,0.4497,2,1,1,1,Bank
75,149,افغانستان,Persian,PROPN,430,yes,-0.4772,1.4689,-1.4445,0.5069,0.7172,0.3549,5,4,3,2,Afghanistan
179,413,قبل,Persian,ADP,431,yes,-5.3255,4.3702,0.473,0.3515,0.7989,0.4514,3,2,2,2,Before
14,25,ملی,Persian,PROPN,432,yes,1.8928,3.2655,-4.5686,0.5829,0.7678,0.1975,2,1,1,1,National
192,456,ملی,Persian,PROPN,432,yes,-5.6914,6.6249,3.8874,0.3397,0.8624,0.6234,3,2,2,2,National
33,52,توان,Persian,NOUN,433,yes,2.3062,0.3757,0.3008,0.5961,0.6865,0.4428,2,1,1,1,power
160,374,پاشید#پاش,Persian,VERB,434,yes,-0.4153,-0.9714,0.4148,0.5089,0.6486,0.4485,5,4,3,2,splash
64,126,امام,Persian,NOUN,435,yes,4.1105,-0.3183,-8.4908,0.654,0.6669,0.0,2,1,1,1,Imam
146,343,امام,Persian,NOUN,435,yes,2.7858,-0.0634,-2.66,0.6115,0.6741,0.2937,2,1,1,1,Imam
