,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,nc5,nc4,nc3,nc2,trans
311,856,جو,Urdu,DET,228,yes,5.0392,4.9008,0.7265,0.6465,0.8145,0.2039,1,1,1,1,Which
485,1878,تشکیل,Urdu,NOUN,229,yes,-1.269,-0.9532,-0.2209,0.4181,0.6067,0.17,5,4,3,2,formation
304,808,سالہ,Urdu,ADJ,230,yes,-3.7302,-1.0672,-1.9804,0.329,0.6027,0.107,5,4,3,2,brother in law
483,1873,ریاستی,Urdu,ADJ,231,yes,4.8929,2.4499,-2.1639,0.6412,0.7275,0.1004,1,1,1,1,State
418,1315,توجہ,Urdu,NOUN,232,yes,-0.6072,-1.3059,-0.6356,0.4421,0.5942,0.1551,5,4,3,2,attention
110,2263,تیار,Urdu,ADJ,233,yes,-6.7564,1.089,1.9761,0.2194,0.6792,0.2486,5,4,3,2,Ready
176,339,درمیان,Urdu,ADP,234,yes,6.479,4.4774,0.0477,0.6986,0.7995,0.1796,1,1,1,1,between
171,333,بعد,Urdu,ADV,235,yes,3.2137,-0.3187,-0.5989,0.5804,0.6293,0.1564,3,2,2,2,After
274,689,بعد,Urdu,ADV,235,yes,-3.3181,-2.1567,-2.6029,0.3439,0.564,0.0847,5,4,3,2,After
118,228,امیدوار,Urdu,NOUN,236,yes,-0.4024,-1.8866,-1.2014,0.4495,0.5736,0.1349,5,4,3,2,Candidate
95,182,اظہار,Urdu,NOUN,237,yes,-3.951,-1.7011,-2.7825,0.321,0.5802,0.0783,5,4,3,2,expression
216,488,مدد,Urdu,NOUN,238,yes,-0.8012,-2.5454,-0.6366,0.435,0.5502,0.1551,5,4,3,2,help
38,75,زیر,Urdu,ADP,239,yes,5.6,5.6319,-1.0524,0.6668,0.8404,0.1402,1,1,1,1,under
276,693,نگر,Urdu,PROPN,240,yes,-0.3757,-1.4916,-1.0119,0.4504,0.5876,0.1417,5,4,3,2,Nagar
401,3302,چاول,Urdu,NOUN,241,yes,-4.134,-1.8108,-1.5851,0.3144,0.5763,0.1212,5,4,3,2,Rice
170,332,تبادلہ,Urdu,NOUN,242,yes,-1.8311,-1.2142,-1.2172,0.3977,0.5975,0.1343,5,4,3,2,exchange
405,1276,منسٹر,Urdu,NOUN,243,yes,-0.6239,-1.9873,-1.1868,0.4414,0.57,0.1354,5,4,3,2,Minister
414,1303,منسٹر,Urdu,NOUN,243,yes,-1.3763,-3.0862,-3.16,0.4142,0.531,0.0648,5,4,3,2,Minister
397,1229,آغاز,Urdu,NOUN,244,yes,0.1453,-1.5527,-0.3444,0.4693,0.5855,0.1656,5,4,3,2,The beginning
294,774,قیادت,Urdu,NOUN,245,yes,0.0964,-2.4709,-1.0374,0.4675,0.5529,0.1408,5,4,3,2,Leadership
385,1163,اقدام,Urdu,NOUN,246,yes,-2.1856,-1.6611,-1.754,0.3849,0.5816,0.1151,5,4,3,2,Action
246,597,کل,Urdu,NOUN,247,yes,-3.077,-0.9323,-0.5091,0.3526,0.6075,0.1597,5,4,3,2,yesterday
257,614,سامنا,Urdu,NOUN,248,yes,-2.1035,-0.7952,-1.0591,0.3879,0.6123,0.14,5,4,3,2,Facing
317,869,نظر,Urdu,NOUN,249,yes,-4.2342,1.0936,0.3022,0.3107,0.6794,0.1887,5,4,3,2,look
393,1215,سلسلہ,Urdu,NOUN,250,yes,-2.3707,-0.9753,-0.1689,0.3782,0.606,0.1718,5,4,3,2,Series
86,161,نام,Urdu,NOUN,251,yes,-0.1675,-1.4828,-1.1421,0.458,0.5879,0.137,5,4,3,2,Name
455,1566,شہری,Urdu,NOUN,252,yes,0.2884,-2.2549,-0.3775,0.4745,0.5605,0.1644,5,4,3,2,Citizens
329,948,مرتبہ,Urdu,NOUN,253,yes,-0.4961,-2.1367,-1.8954,0.4461,0.5647,0.11,5,4,3,2,times
335,978,تنقید,Urdu,NOUN,254,yes,-1.9221,-2.974,-4.0593,0.3944,0.535,0.0326,5,4,3,2,Criticism
186,373,فرما,Urdu,VERB,255,yes,0.6513,-1.4881,-1.0282,0.4876,0.5878,0.1411,5,4,3,2,Do it
189,388,حضرت,Urdu,PART,256,yes,6.0966,10.1285,-0.4882,0.6847,1.0,0.1604,1,1,1,1,Hazrat
395,1222,وجئے,Urdu,PROPN,257,yes,3.4187,8.4195,1.9847,0.5878,0.9394,0.2489,1,1,1,1,Vijay
173,335,واضح,Urdu,ADJ,258,yes,-2.3382,-1.7198,-2.5477,0.3794,0.5795,0.0867,5,4,3,2,clear
417,1312,سوال,Urdu,NOUN,259,yes,-1.6548,-1.8767,-1.3993,0.4041,0.574,0.1278,5,4,3,2,Question
270,673,مختلف,Urdu,ADJ,260,yes,3.8867,6.7764,1.2083,0.6047,0.881,0.2211,1,1,1,1,different
39,78,حق,Urdu,NOUN,261,yes,-0.4948,-1.0044,1.3154,0.4461,0.6049,0.225,5,4,3,2,the right
367,1076,ماہ,Urdu,NOUN,262,yes,1.8628,-2.4486,-2.1796,0.5315,0.5537,0.0999,5,4,3,2,month
296,779,کھلاڑی,Urdu,NOUN,263,yes,0.3291,-2.33,-0.2291,0.4759,0.5579,0.1697,3,2,2,2,the player
458,1621,کچھ,Urdu,DET,264,yes,4.741,5.3099,-0.1629,0.6357,0.829,0.172,1,1,1,1,Some
108,211,گے,Urdu,AUX,265,yes,-8.6165,2.6738,3.4612,0.1521,0.7354,0.3017,5,4,3,2,will
238,576,بیان,Urdu,NOUN,266,yes,-0.1099,-2.6476,-0.408,0.4601,0.5466,0.1633,5,4,3,2,Statement
473,1812,کمشنر,Urdu,NOUN,267,yes,0.882,-1.1859,-2.3324,0.496,0.5985,0.0944,5,4,3,2,Commissioner
285,739,کامیابی,Urdu,NOUN,268,yes,-3.8776,-0.544,-0.5416,0.3237,0.6213,0.1585,5,4,3,2,success
431,1383,شادی,Urdu,NOUN,269,yes,-2.6123,-0.3423,0.7514,0.3695,0.6284,0.2048,5,4,3,2,Wedding
333,968,سب,Urdu,PRON,270,yes,-0.1021,-1.6375,-1.4102,0.4603,0.5825,0.1274,5,4,3,2,all
469,1760,وزارت,Urdu,NOUN,271,yes,-2.494,-1.0008,-1.1666,0.3737,0.605,0.1361,5,4,3,2,Ministry
353,1028,موت,Urdu,NOUN,272,yes,0.4432,-2.6528,-0.5753,0.4801,0.5464,0.1573,3,2,2,2,Death
334,973,جائے,Urdu,AUX,273,yes,-6.8006,2.0404,2.0356,0.2178,0.713,0.2507,5,4,3,2,go
33,67,کروا,Urdu,VERB,274,yes,3.4397,-3.4923,0.6383,0.5886,0.5166,0.2007,3,2,2,2,do it
434,1395,نوجوان,Urdu,NOUN,275,yes,-0.2305,-1.6586,-2.0486,0.4557,0.5817,0.1046,5,4,3,2,teens
146,286,تو,Urdu,PRON,276,yes,-2.3262,-0.7987,0.2997,0.3798,0.6122,0.1886,5,4,3,2,So
215,484,تو,Urdu,PRON,276,yes,-3.5948,0.4075,1.1088,0.3339,0.655,0.2176,5,4,3,2,So
59,105,ادارہ,Urdu,NOUN,277,yes,-0.2467,-1.9389,-0.6484,0.4551,0.5718,0.1547,5,4,3,2,Institution
452,1559,پا,Urdu,VERB,278,yes,3.0524,-2.5865,-0.3066,0.5745,0.5488,0.1669,3,2,2,2,Paw
150,297,کرشنا,Urdu,PROPN,279,yes,-2.6434,-0.7784,-0.8965,0.3683,0.6129,0.1458,5,4,3,2,Krishna
465,1720,منصوبہ,Urdu,NOUN,280,yes,0.476,-1.3122,-0.9439,0.4813,0.594,0.1441,5,4,3,2,Plan
391,5310,ایران,Urdu,PROPN,281,yes,-0.183,-1.3752,-1.1965,0.4574,0.5918,0.1351,5,4,3,2,Iran
80,144,مسلم,Urdu,ADJ,282,yes,5.0012,4.8188,0.0616,0.6451,0.8116,0.1801,1,1,1,1,Muslim
366,1074,تعمیر,Urdu,NOUN,283,yes,-1.4983,-1.4008,0.0241,0.4098,0.5909,0.1787,5,4,3,2,built up
127,248,وائی,Urdu,PROPN,284,yes,2.7921,6.3968,1.0827,0.5651,0.8676,0.2166,1,1,1,1,Y
29,55,چار,Urdu,NUM,285,yes,4.8261,5.7387,-0.0223,0.6387,0.8442,0.1771,1,1,1,1,Four
383,1143,نائیڈو,Urdu,PROPN,286,yes,0.7869,-2.4265,-2.4179,0.4925,0.5545,0.0914,5,4,3,2,Naidu
234,565,تبدیل,Urdu,NOUN,287,yes,-11.5325,6.0019,6.5656,0.0465,0.8536,0.4128,4,3,3,2,changed
487,1930,فائرنگ,Urdu,NOUN,288,yes,0.1535,-1.9004,-0.7636,0.4696,0.5731,0.1506,5,4,3,2,Firing
10,2064,جگن,Urdu,PROPN,289,yes,-1.4252,1.5205,0.421,0.4124,0.6945,0.1929,5,4,3,2,Jagan
464,1712,تاکہ,Urdu,SCONJ,290,yes,-6.6025,1.8002,1.8267,0.225,0.7044,0.2432,5,4,3,2,so that
114,222,کڑپہ,Urdu,PROPN,291,yes,-0.2734,-1.5615,-1.3792,0.4541,0.5851,0.1285,5,4,3,2,Kadapa
321,887,ہم,Urdu,PRON,292,yes,-2.0601,-0.0817,0.3873,0.3895,0.6377,0.1917,5,4,3,2,We
409,3341,کوریا,Urdu,PROPN,293,yes,-1.3893,-2.4096,-2.358,0.4137,0.5551,0.0935,5,4,3,2,Korea
283,730,ڈال,Urdu,VERB,294,yes,2.5462,-2.5307,-0.1032,0.5562,0.5508,0.1742,3,2,2,2,to pour
194,397,تمام,Urdu,DET,295,yes,4.5588,5.003,0.1174,0.6291,0.8181,0.1821,1,1,1,1,All
272,687,تمام,Urdu,DET,295,yes,2.0579,-0.3331,-1.8955,0.5385,0.6287,0.11,5,4,3,2,All
410,3340,شمالی,Urdu,PROPN,296,yes,0.4704,0.7326,-3.1313,0.4811,0.6666,0.0658,5,4,3,2,North
156,303,نمائندہ,Urdu,NOUN,297,yes,-1.2362,-1.4612,-1.025,0.4193,0.5887,0.1412,5,4,3,2,Representative
72,129,غور,Urdu,NOUN,298,yes,-0.8108,-1.4367,-2.3184,0.4347,0.5896,0.0949,5,4,3,2,Consider
222,505,ظاہر,Urdu,ADJ,299,yes,-12.8182,7.2507,7.678,0.0,0.8979,0.4526,4,3,3,2,obviously
432,1387,سیاسی,Urdu,ADJ,300,yes,4.5675,4.6621,-0.2512,0.6294,0.806,0.1689,1,1,1,1,Political
298,786,بڑا,Urdu,ADJ,301,yes,-1.5807,0.1613,-3.1839,0.4068,0.6463,0.0639,5,4,3,2,Great
154,298,گزشتہ,Urdu,ADJ,302,yes,4.9534,6.0564,-0.1842,0.6433,0.8555,0.1713,1,1,1,1,The previous
330,953,خاتون,Urdu,NOUN,304,yes,-2.9434,-1.7326,-1.0726,0.3575,0.5791,0.1395,5,4,3,2,Woman
168,330,سرکاری,Urdu,ADJ,305,yes,5.7502,6.3668,0.3163,0.6722,0.8665,0.1892,1,1,1,1,official
219,499,تائید,Urdu,NOUN,306,yes,-0.0681,-1.8536,-1.5107,0.4616,0.5748,0.1238,5,4,3,2,support
196,407,ہر,Urdu,ADJ,307,yes,3.8482,6.0109,1.1154,0.6033,0.8539,0.2178,1,1,1,1,every
147,289,ہند,Urdu,PROPN,308,yes,-5.7087,-0.19,0.8967,0.2574,0.6338,0.21,5,4,3,2,India
199,420,دنیا,Urdu,NOUN,309,yes,-0.3405,-2.213,-1.4277,0.4517,0.562,0.1268,5,4,3,2,World
73,131,نیا,Urdu,ADJ,310,yes,4.6555,6.1467,0.6679,0.6326,0.8587,0.2018,1,1,1,1,new
440,1443,نشانہ,Urdu,NOUN,311,yes,-1.4118,-1.0073,-2.5439,0.4129,0.6048,0.0868,5,4,3,2,target
282,728,شکست,Urdu,NOUN,312,yes,-5.549,0.8413,1.7851,0.2632,0.6704,0.2418,5,4,3,2,defeat
58,101,پڑ,Urdu,VERB,313,yes,2.7751,-2.1672,0.1534,0.5645,0.5637,0.1834,3,2,2,2,fell
258,615,پڑ,Urdu,VERB,313,yes,-7.114,1.261,0.7156,0.2065,0.6853,0.2035,5,4,3,2,fell
167,319,جی,Urdu,PROPN,314,yes,1.6707,1.7307,-0.8536,0.5245,0.702,0.1473,5,4,3,2,Yes
235,567,کوئی,Urdu,DET,315,yes,1.8425,-0.7732,1.0709,0.5307,0.6131,0.2162,3,2,2,2,someone
322,892,کوئی,Urdu,DET,315,yes,6.145,3.5676,-0.6084,0.6865,0.7672,0.1561,1,1,1,1,someone
477,1831,حد,Urdu,NOUN,316,yes,-0.1726,-1.8512,-1.0103,0.4578,0.5749,0.1417,5,4,3,2,Limit
5,12,بموجب,Urdu,ADP,317,yes,5.5582,4.5963,-0.8776,0.6652,0.8037,0.1465,1,1,1,1,According to
478,1832,انجام,Urdu,NOUN,318,yes,-3.3458,9.8889,5.344,0.3429,0.9915,0.3691,4,3,3,2,The end
60,112,باوجود,Urdu,ADP,319,yes,-6.5261,-0.8106,-0.7365,0.2278,0.6118,0.1515,5,4,3,2,even so
339,5086,پربھاکرن,Urdu,PROPN,320,yes,-6.5854,0.8006,1.5545,0.2256,0.669,0.2335,5,4,3,2,Prabhakaran
312,857,شخص,Urdu,NOUN,321,yes,0.4207,-3.0832,-1.8222,0.4793,0.5311,0.1127,3,2,2,2,the person
96,183,منڈل,Urdu,NOUN,322,yes,-5.1383,-0.3352,-0.8584,0.278,0.6287,0.1472,5,4,3,2,Mandal
382,1142,بابو,Urdu,PROPN,323,yes,3.026,0.4906,-1.6519,0.5736,0.658,0.1188,5,4,3,2,Babu
70,126,بل,Urdu,NOUN,325,yes,-1.3797,-2.7136,-2.4747,0.4141,0.5443,0.0893,5,4,3,2,Bill
307,837,ممبئی,Urdu,PROPN,326,yes,-2.8206,-1.0715,-0.8601,0.3619,0.6025,0.1471,5,4,3,2,Mumbai
268,669,بات_چیت,Urdu,NOUN,327,yes,-4.0105,-0.8338,-0.9855,0.3188,0.611,0.1426,5,4,3,2,talk
178,348,ملاقات,Urdu,NOUN,328,yes,-1.8696,-1.6545,-1.5592,0.3963,0.5818,0.1221,5,4,3,2,meeting
266,659,دورہ,Urdu,NOUN,329,yes,-3.4342,-0.6673,-0.0348,0.3397,0.6169,0.1766,5,4,3,2,visit
191,392,گھر,Urdu,NOUN,330,yes,-4.4421,0.8449,1.3598,0.3032,0.6705,0.2265,5,4,3,2,Home
187,375,اللہ,Urdu,NOUN,331,yes,-0.8843,1.3158,-1.0506,0.432,0.6873,0.1403,5,4,3,2,Allah
251,604,درخت,Urdu,NOUN,332,yes,-4.8804,-0.0572,0.0425,0.2874,0.6385,0.1794,5,4,3,2,The tree
255,612,شدید,Urdu,ADJ,333,yes,8.0172,7.9032,-1.2845,0.7543,0.921,0.1319,1,1,1,1,severe
47,89,مقصد,Urdu,NOUN,334,yes,-1.1039,-1.6856,-0.3704,0.4241,0.5807,0.1646,5,4,3,2,the aim
419,1320,تا,Urdu,PART,336,yes,4.5509,5.7692,-1.993,0.6288,0.8453,0.1066,1,1,1,1,until
454,1563,خصوصی,Urdu,ADJ,337,yes,7.7333,4.5108,-1.6043,0.744,0.8006,0.1205,1,1,1,1,special
358,1050,چاہیئے,Urdu,AUX,338,yes,-7.9011,2.358,2.6922,0.178,0.7242,0.2742,5,4,3,2,should
271,675,جائیداد,Urdu,NOUN,339,yes,-2.7411,-1.325,-0.968,0.3648,0.5935,0.1432,5,4,3,2,Property
122,235,آخری,Urdu,ADJ,340,yes,5.3453,6.1235,0.3321,0.6575,0.8579,0.1898,1,1,1,1,the last
387,1195,پروگرام,Urdu,NOUN,341,yes,-0.134,-2.0219,-1.307,0.4592,0.5688,0.1311,5,4,3,2,Program
309,844,سمجھ,Urdu,VERB,342,yes,1.2083,-1.9712,0.8958,0.5078,0.5706,0.2099,3,2,2,2,understand
278,2747,گی,Urdu,AUX,343,yes,-6.0942,0.1709,-0.1619,0.2434,0.6466,0.1721,5,4,3,2,will
386,1166,کارکن,Urdu,NOUN,344,yes,0.1474,-1.2815,-1.2537,0.4694,0.5951,0.133,5,4,3,2,The worker
1,7,کا,Urdu,PROPN,345,yes,9.8063,-9.3734,11.7395,0.819,0.3079,0.598,2,2,2,2,of
343,3049,کا,Urdu,PROPN,345,yes,-0.1682,2.6893,-0.9834,0.4579,0.736,0.1427,5,4,3,2,of
260,2667,سیول,Urdu,NOUN,346,yes,7.1595,9.986,-0.6745,0.7232,0.9949,0.1537,1,1,1,1,Seoul
126,247,کمیشن,Urdu,NOUN,347,yes,-2.8148,-0.4482,0.093,0.3621,0.6247,0.1812,5,4,3,2,Commission
325,921,مخاطب,Urdu,ADJ,348,yes,-4.3574,-0.8329,-1.036,0.3063,0.611,0.1408,5,4,3,2,addressee
210,2519,سماج,Urdu,NOUN,349,yes,2.4266,-1.5189,-2.2828,0.5519,0.5867,0.0962,5,4,3,2,society
85,2200,مشورہ,Urdu,NOUN,350,yes,-4.8302,-0.139,-0.0474,0.2892,0.6356,0.1762,5,4,3,2,advice
64,118,پہلے,Urdu,ADV,351,yes,-3.683,-0.827,-0.9179,0.3307,0.6112,0.145,5,4,3,2,First
116,224,حلقہ,Urdu,NOUN,352,yes,-1.0369,-1.2036,-0.1972,0.4265,0.5979,0.1708,5,4,3,2,circle
340,993,بنیاد,Urdu,NOUN,354,yes,-1.4921,0.0553,0.3161,0.41,0.6425,0.1892,5,4,3,2,base on
346,1008,درج,Urdu,ADJ,356,yes,-11.1361,10.1079,9.1576,0.0609,0.9993,0.5056,4,3,3,2,listed
349,1022,لڑکا,Urdu,NOUN,357,yes,-2.5314,-0.8796,0.369,0.3724,0.6094,0.1911,5,4,3,2,Boy
354,1030,مقامی,Urdu,ADJ,358,yes,4.3209,7.531,1.6546,0.6205,0.9078,0.2371,1,1,1,1,local
103,199,ستیہ,Urdu,PROPN,359,yes,8.1153,6.1226,-2.1265,0.7578,0.8578,0.1018,1,1,1,1,Satya
362,1060,لڑکی,Urdu,NOUN,360,yes,-0.2277,-2.4595,-0.7418,0.4558,0.5533,0.1513,5,4,3,2,Girl
244,594,قرار,Urdu,ADJ,361,yes,-2.5336,4.5094,0.3954,0.3723,0.8006,0.192,5,4,3,2,Decision
305,819,قرار,Urdu,ADJ,361,yes,-3.3458,9.8889,5.344,0.3429,0.9915,0.3691,4,3,3,2,Decision
32,66,سے,Urdu,PART,362,yes,7.1724,-5.3531,6.452,0.7237,0.4506,0.4088,3,2,2,2,From
447,1487,سے,Urdu,PART,362,yes,-2.1408,-1.766,-3.9922,0.3865,0.5779,0.035,5,4,3,2,From
341,995,سے,Urdu,PART,362,yes,7.3552,5.8882,-0.4896,0.7303,0.8495,0.1604,1,1,1,1,From
297,782,واقف,Urdu,ADJ,363,yes,3.4337,2.0806,-0.6577,0.5883,0.7144,0.1543,1,1,1,1,Familiar
482,1872,تیاری,Urdu,NOUN,364,yes,-1.5699,-1.606,-0.3703,0.4072,0.5836,0.1646,5,4,3,2,preparation
331,3014,عسکریت_پسند,Urdu,NOUN,365,yes,-3.1177,-0.6094,-0.1793,0.3512,0.6189,0.1715,5,4,3,2,Militants
415,1307,بابا,Urdu,PROPN,366,yes,-1.2364,-2.2526,-1.7758,0.4193,0.5606,0.1143,5,4,3,2,Dad
157,304,خیال,Urdu,NOUN,367,yes,-1.5417,-2.6726,-3.463,0.4082,0.5457,0.054,5,4,3,2,idea
403,1266,مرکزی,Urdu,NOUN,368,yes,4.3164,4.6574,-0.2372,0.6203,0.8058,0.1694,1,1,1,1,Central
472,1774,مرکزی,Urdu,NOUN,368,yes,4.4507,4.4217,-1.5838,0.6252,0.7975,0.1212,1,1,1,1,Central
155,302,میڈیا,Urdu,NOUN,369,yes,-4.6099,0.2802,0.216,0.2971,0.6505,0.1856,5,4,3,2,media
148,293,انعقاد,Urdu,NOUN,370,yes,-0.7644,0.7591,0.1594,0.4364,0.6675,0.1836,5,4,3,2,holding
375,1099,مگر,Urdu,CCONJ,371,yes,-6.7739,1.5912,1.9261,0.2188,0.697,0.2468,5,4,3,2,but
438,1428,نقصان,Urdu,NOUN,373,yes,-0.6928,-0.6847,-1.7402,0.439,0.6163,0.1156,5,4,3,2,loss
49,90,بہت,Urdu,ADV,375,yes,7.8654,4.7613,-3.2999,0.7488,0.8095,0.0598,1,1,1,1,Very
416,1308,رام,Urdu,PROPN,376,yes,-4.9578,0.0364,-1.1376,0.2846,0.6419,0.1372,5,4,3,2,Ram
279,699,کامیاب,Urdu,ADJ,377,yes,-5.0174,2.709,0.9648,0.2824,0.7367,0.2124,5,4,3,2,successful
101,2246,گروپ,Urdu,NOUN,379,yes,-0.7682,0.1936,0.317,0.4362,0.6474,0.1892,5,4,3,2,The group
457,3656,کشمیر,Urdu,PROPN,380,yes,-3.3004,-1.2266,-2.1651,0.3446,0.597,0.1004,5,4,3,2,Kashmir
347,3065,جون,Urdu,PROPN,381,yes,-8.4941,-0.307,-0.3602,0.1565,0.6297,0.165,5,4,3,2,Jun
209,468,پاس,Urdu,ADP,382,yes,4.0006,4.3244,-0.4694,0.6089,0.794,0.1611,1,1,1,1,pass
359,1053,ذرائع,Urdu,NOUN,383,yes,-2.6571,-1.5754,-1.7993,0.3678,0.5847,0.1135,5,4,3,2,Sources
6,13,بورڈ,Urdu,PROPN,384,yes,-1.835,-1.038,-0.1991,0.3976,0.6037,0.1708,5,4,3,2,Board
0,6,بورڈ,Urdu,PROPN,384,yes,-2.6531,-1.1777,-1.3643,0.368,0.5988,0.1291,5,4,3,2,Board
301,802,طاقت,Urdu,NOUN,385,yes,-0.2629,-2.3136,-1.0438,0.4545,0.5585,0.1405,5,4,3,2,power
316,866,فوت,Urdu,NOUN,386,yes,-6.4543,9.9463,6.826,0.2304,0.9935,0.4222,4,3,3,2,Died
494,4071,گیس,Urdu,NOUN,387,yes,-3.7765,-1.6557,-2.529,0.3273,0.5818,0.0874,5,4,3,2,Gas
481,1859,ہزار,Urdu,NUM,388,yes,-1.1128,-0.1405,-2.7916,0.4237,0.6356,0.078,5,4,3,2,thousand
491,1993,منتقل,Urdu,ADJ,389,yes,-12.8182,7.2507,7.678,0.0,0.8979,0.4526,4,3,3,2,moved
225,2570,تعداد,Urdu,NOUN,390,yes,-3.053,-0.1907,0.3877,0.3535,0.6338,0.1918,5,4,3,2,The number
400,1253,پال,Urdu,PROPN,391,yes,6.946,4.3954,-3.7318,0.7155,0.7965,0.0443,1,1,1,1,Paul
98,193,پریشد,Urdu,NOUN,392,yes,-0.9505,-1.453,-2.2357,0.4296,0.589,0.0979,5,4,3,2,Parishad
68,122,تعاون,Urdu,NOUN,393,yes,-1.5768,-1.0768,-0.8924,0.407,0.6024,0.1459,5,4,3,2,Cooperation
424,1346,خاندان,Urdu,NOUN,394,yes,-2.5678,-0.8082,-0.3029,0.3711,0.6119,0.167,5,4,3,2,Family
243,590,پارلیمنٹ,Urdu,NOUN,395,yes,-1.5609,-0.5908,1.0308,0.4075,0.6196,0.2148,5,4,3,2,Parliament
303,2851,ای,Urdu,PROPN,396,yes,2.0048,-1.444,-2.8305,0.5366,0.5893,0.0766,5,4,3,2,E
203,2496,علیہ,Urdu,PROPN,397,yes,6.9321,9.8266,-0.3444,0.715,0.9893,0.1656,1,1,1,1,Alaihi
217,489,ابھی,Urdu,PRON,398,yes,-3.5259,-0.6522,-0.2202,0.3364,0.6174,0.17,5,4,3,2,now
208,467,ان,Urdu,PRON,399,yes,-1.1414,-0.2538,-1.4978,0.4227,0.6316,0.1243,5,4,3,2,In
361,1057,دکان,Urdu,NOUN,400,yes,-0.1397,-2.0126,-0.885,0.459,0.5691,0.1462,5,4,3,2,Shop
293,2818,از,Urdu,PART,401,yes,2.0541,3.5799,-1.0201,0.5384,0.7676,0.1414,1,1,1,1,From
138,273,تعلق,Urdu,ADP,402,yes,-0.1508,-1.6832,0.9283,0.4586,0.5808,0.2111,5,4,3,2,Relationship
468,1749,تعلق,Urdu,ADP,402,yes,3.4745,4.742,-0.1149,0.5898,0.8088,0.1738,1,1,1,1,Relationship
445,1474,دہلی,Urdu,PROPN,403,yes,-4.3482,-0.4913,-0.0761,0.3066,0.6231,0.1752,5,4,3,2,Delhi
365,1069,محکمہ,Urdu,NOUN,404,yes,-0.0622,-0.9048,-2.065,0.4618,0.6085,0.104,5,4,3,2,Dept
486,1906,ہندوستانی,Urdu,ADJ,405,yes,4.0593,6.5427,0.9526,0.611,0.8728,0.212,1,1,1,1,The Indian
453,1562,فیصد,Urdu,NOUN,406,yes,-2.8848,-0.9237,-0.936,0.3596,0.6078,0.1444,5,4,3,2,Percentage
273,688,انتظام,Urdu,NOUN,407,yes,-1.5503,-0.6987,-0.3068,0.4079,0.6158,0.1669,5,4,3,2,management
423,1338,خبر,Urdu,NOUN,408,yes,-4.6356,-0.0411,0.6916,0.2962,0.6391,0.2026,5,4,3,2,News
492,2005,پراجکٹ,Urdu,NOUN,409,yes,-2.2993,-1.1586,-0.5783,0.3808,0.5994,0.1572,5,4,3,2,The project
442,1446,رات,Urdu,NOUN,410,yes,-0.0838,-1.5346,-2.4661,0.461,0.5861,0.0896,5,4,3,2,Night
185,2418,دوسری,Urdu,ADJ,411,yes,4.3568,6.4747,-0.2095,0.6218,0.8703,0.1704,1,1,1,1,second
190,2438,لگا,Urdu,VERB,412,yes,2.4633,-1.6025,0.3903,0.5532,0.5837,0.1918,3,2,2,2,felt
484,1874,احکام,Urdu,NOUN,413,yes,-1.8403,-2.1349,-2.7998,0.3974,0.5648,0.0777,5,4,3,2,Commandments
476,1828,",",Urdu,SCONJ,414,yes,-3.4435,-1.4209,-2.7887,0.3394,0.5901,0.0781,5,4,3,2,","
326,923,اسکیم,Urdu,NOUN,415,yes,-1.7243,-2.0638,-1.2294,0.4016,0.5673,0.1339,5,4,3,2,The scheme
332,967,امریکی,Urdu,ADJ,416,yes,4.9979,5.5543,-0.0063,0.645,0.8377,0.1777,1,1,1,1,American
436,1410,قبضہ,Urdu,NOUN,417,yes,-4.2132,-0.3932,-0.0736,0.3115,0.6266,0.1752,5,4,3,2,Possession
259,619,وہاں,Urdu,PRON,418,yes,-4.3314,-0.3214,0.8703,0.3072,0.6292,0.209,5,4,3,2,there
364,3114,سائی,Urdu,PROPN,419,yes,-2.2694,-2.5383,-4.6037,0.3819,0.5505,0.0131,5,4,3,2,Sai
166,316,پاکستانی,Urdu,ADJ,420,yes,5.7821,5.7223,0.0204,0.6733,0.8436,0.1786,1,1,1,1,Pakistani
66,120,چنانچہ,Urdu,SCONJ,421,yes,-6.7512,0.7695,1.1037,0.2196,0.6679,0.2174,5,4,3,2,Therefore
91,173,پی,Urdu,NOUN,422,yes,2.6635,-2.4787,0.9358,0.5605,0.5526,0.2114,3,2,2,2,P
109,213,پی,Urdu,NOUN,422,yes,0.5802,1.0948,-2.6882,0.485,0.6794,0.0817,5,4,3,2,P
52,4188,فروخت,Urdu,NOUN,423,yes,-11.5325,6.0019,6.5656,0.0465,0.8536,0.4128,4,3,3,2,sell out
113,221,خواہش,Urdu,NOUN,424,yes,-2.9732,-1.6932,-2.3225,0.3564,0.5805,0.0948,5,4,3,2,Desire
18,32,سید,Urdu,PROPN,425,yes,5.6426,7.2619,-1.121,0.6683,0.8983,0.1378,1,1,1,1,Syed
93,178,حل,Urdu,NOUN,426,yes,-1.9447,-0.9924,-2.1635,0.3936,0.6053,0.1005,5,4,3,2,Solution
149,295,وزیر,Urdu,PROPN,427,yes,1.988,9.9333,2.607,0.536,0.9931,0.2712,1,1,1,1,Minister
61,114,وزیر,Urdu,PROPN,427,yes,2.307,-2.6591,0.5922,0.5475,0.5462,0.1991,3,2,2,2,Minister
202,2495,صلی,Urdu,PROPN,428,yes,6.9321,9.8266,-0.3444,0.715,0.9893,0.1656,1,1,1,1,صلى الله عليه وسلم
