,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,nc5,nc4,nc3,nc2,trans
246,594,alguno,Spanish,PRON,231,yes,-2.3455,-0.4092,-0.3589,0.4042,0.3287,0.4593,2,1,1,1,some
433,1492,alguno,Spanish,PRON,231,yes,7.6227,-3.1965,-0.3928,0.7999,0.2409,0.4578,3,2,2,2,some
390,1288,lugar,Spanish,NOUN,232,yes,-1.3815,-0.0693,0.3765,0.4424,0.3394,0.4919,2,1,1,1,place
165,370,grande,Spanish,ADJ,233,yes,7.08,-4.1081,0.0715,0.7784,0.2122,0.4784,3,2,2,2,great
336,1019,esperar,Spanish,VERB,234,yes,-1.7492,0.3301,-2.1152,0.4278,0.352,0.3816,5,4,3,2,expect
410,1389,candidato,Spanish,NOUN,235,yes,-4.3818,0.4102,-0.7803,0.3233,0.3545,0.4407,1,1,1,1,candidate
196,448,resultar,Spanish,VERB,236,yes,2.3693,0.2661,-1.0848,0.5913,0.35,0.4272,5,4,3,2,result
441,3610,bandera,Spanish,NOUN,237,yes,-1.2213,1.5439,1.7105,0.4488,0.3902,0.5509,2,1,1,1,flag
408,1385,electoral,Spanish,ADJ,238,yes,9.5284,-5.2644,0.976,0.8756,0.1758,0.5184,3,2,2,2,electoral
65,122,crecimiento,Spanish,NOUN,239,yes,-2.3854,0.8319,0.505,0.4026,0.3678,0.4976,2,1,1,1,increase
372,1208,ahí,Spanish,ADV,241,yes,-2.4588,-1.484,-4.0692,0.3997,0.2949,0.2951,1,1,1,1,there
333,1005,conseguir,Spanish,VERB,242,yes,2.9918,0.6576,-1.8432,0.6161,0.3623,0.3936,5,4,3,2,get
155,343,proponer,Spanish,VERB,243,yes,3.878,0.6982,1.9141,0.6512,0.3636,0.5599,5,4,3,2,propose
20,41,cambio,Spanish,NOUN,244,yes,-1.3622,1.1871,0.5211,0.4432,0.379,0.4983,2,1,1,1,change
119,244,compañía,Spanish,NOUN,245,yes,-2.5941,0.4112,0.3866,0.3943,0.3545,0.4923,2,1,1,1,company
498,2029,rival,Spanish,NOUN,246,yes,-1.465,1.7985,1.3533,0.4391,0.3982,0.5351,2,1,1,1,rival
281,2764,niño,Spanish,NOUN,247,yes,-4.7683,-0.531,-0.8702,0.308,0.3249,0.4367,1,1,1,1,little boy
183,429,eeuu,Spanish,PROPN,248,yes,-8.2928,-2.6581,-3.5245,0.168,0.2579,0.3192,1,1,1,1,USA
453,1658,recordar,Spanish,VERB,249,yes,1.5442,1.8913,-1.7039,0.5586,0.4011,0.3998,5,4,3,2,to remember
36,70,obra,Spanish,NOUN,250,yes,-1.0685,0.3183,1.2165,0.4549,0.3516,0.529,2,1,1,1,construction site
63,119,opinión,Spanish,NOUN,251,yes,-4.5975,0.6409,0.8755,0.3147,0.3618,0.514,2,1,1,1,opinion
190,440,inversión,Spanish,NOUN,252,yes,-1.6562,0.3768,0.3923,0.4315,0.3535,0.4926,2,1,1,1,investment
488,1962,venir,Spanish,VERB,253,yes,1.8174,1.2373,-1.0735,0.5694,0.3806,0.4277,5,4,3,2,to come
475,1853,casi,Spanish,ADV,254,yes,-1.7158,-0.9813,0.4496,0.4292,0.3107,0.4951,2,1,1,1,almost
172,2431,mientras,Spanish,CCONJ,255,yes,9.6067,-5.7177,-1.0707,0.8787,0.1615,0.4278,3,2,2,2,while
344,1068,mientras,Spanish,CCONJ,255,yes,4.551,-1.7589,1.1951,0.678,0.2862,0.5281,5,4,3,2,while
182,425,relación,Spanish,NOUN,256,yes,-6.119,0.4352,1.0239,0.2543,0.3553,0.5205,2,1,1,1,relationship
89,2213,significar,Spanish,VERB,257,yes,2.3417,-0.9563,-0.0174,0.5902,0.3115,0.4744,5,4,3,2,to mean
203,488,hora,Spanish,NOUN,258,yes,-3.7454,3.2048,2.8784,0.3486,0.4425,0.6026,2,1,1,1,hour
489,1967,bajar,Spanish,VERB,259,yes,2.5936,0.4414,-0.1253,0.6002,0.3555,0.4697,5,4,3,2,go down
86,2202,registrado,Spanish,ADJ,260,yes,-0.1809,-0.7839,1.45,0.4901,0.3169,0.5394,2,1,1,1,registered
483,3981,rata,Spanish,NOUN,261,yes,-3.5586,1.0599,1.1859,0.356,0.375,0.5277,2,1,1,1,rat
457,1689,intentar,Spanish,VERB,262,yes,2.4192,0.9843,0.1699,0.5933,0.3726,0.4827,5,4,3,2,attempt
41,81,sector,Spanish,NOUN,263,yes,-2.0863,0.8432,1.8992,0.4144,0.3681,0.5593,2,1,1,1,sector
145,2365,defensa,Spanish,NOUN,264,yes,-2.4912,1.3602,0.7782,0.3984,0.3844,0.5096,2,1,1,1,defending
162,361,situación,Spanish,NOUN,265,yes,-0.799,0.3625,1.4708,0.4656,0.353,0.5403,2,1,1,1,situation
244,590,reducción,Spanish,NOUN,266,yes,0.1507,0.6304,-0.0605,0.5033,0.3614,0.4725,5,4,3,2,reduction
259,646,añadir,Spanish,VERB,267,yes,-1.644,0.5227,-1.2171,0.432,0.358,0.4213,5,4,3,2,Add
7,18,informar,Spanish,VERB,268,yes,1.4141,-0.8593,1.0136,0.5534,0.3145,0.5201,2,1,1,1,report
100,196,afirmar,Spanish,VERB,269,yes,3.0777,-1.157,-1.3713,0.6195,0.3052,0.4145,5,4,3,2,say
358,1128,nacional,Spanish,PROPN,270,yes,11.4951,-6.3831,1.8885,0.9536,0.1406,0.5588,3,2,2,2,national
352,1103,nacional,Spanish,PROPN,270,yes,0.1409,-0.2924,0.9154,0.5029,0.3324,0.5157,2,1,1,1,national
225,549,care,Spanish,PROPN,271,yes,-3.7448,-0.335,1.973,0.3486,0.331,0.5625,2,1,1,1,care
220,536,importante,Spanish,ADJ,272,yes,-3.5915,0.3379,1.1079,0.3547,0.3522,0.5242,2,1,1,1,important
265,662,explicar,Spanish,VERB,273,yes,4.6762,-0.6245,-1.0316,0.6829,0.3219,0.4295,5,4,3,2,explain
152,336,cual,Spanish,PRON,274,yes,-3.9185,0.5783,-0.1085,0.3417,0.3598,0.4704,2,1,1,1,which
242,583,activo,Spanish,ADJ,275,yes,2.3083,-2.3014,1.7918,0.5889,0.2691,0.5545,2,1,1,1,active
464,1786,ciudad,Spanish,NOUN,276,yes,-5.8835,-0.9087,-1.351,0.2637,0.313,0.4154,1,1,1,1,city
425,1466,nunca,Spanish,ADV,277,yes,2.3129,-3.5425,-3.6905,0.5891,0.23,0.3119,5,4,3,2,never
368,1184,población,Spanish,NOUN,278,yes,-3.0646,-0.4424,3.723,0.3756,0.3277,0.64,2,1,1,1,population
275,703,tratar,Spanish,VERB,279,yes,0.2184,1.021,-0.8802,0.5059,0.3737,0.4363,5,4,3,2,treat
194,445,europeo,Spanish,ADJ,280,yes,6.4449,-2.8456,5.1807,0.7531,0.252,0.7045,3,2,2,2,European
251,610,menor,Spanish,ADJ,281,yes,5.0132,-2.2252,0.7393,0.6963,0.2715,0.5079,5,4,3,2,minor
147,6462,rominger,Spanish,PROPN,282,yes,-2.6801,-1.7754,-1.5055,0.3909,0.2857,0.4086,2,1,1,1,rominger
50,98,empresario,Spanish,NOUN,283,yes,-3.394,0.2705,0.0572,0.3625,0.3501,0.4777,2,1,1,1,entrepreneur
440,1556,pese,Spanish,NOUN,284,yes,-1.1426,-2.2856,-2.0771,0.4519,0.2696,0.3833,2,1,1,1,I weighed
132,277,firma,Spanish,NOUN,285,yes,-3.3088,0.6154,3.078,0.3659,0.361,0.6114,2,1,1,1,signature
320,2958,japonés,Spanish,ADJ,286,yes,8.6079,-3.9713,0.9921,0.839,0.2165,0.5191,3,2,2,2,Japanese
474,1852,jefe,Spanish,NOUN,287,yes,-1.6149,0.3805,0.0096,0.4332,0.3536,0.4756,2,1,1,1,boss
427,1469,oposición,Spanish,NOUN,288,yes,-6.3665,0.9177,1.999,0.2445,0.3705,0.5637,2,1,1,1,opposition
480,5985,jugador,Spanish,NOUN,289,yes,-0.9722,2.1133,-0.03,0.4587,0.4081,0.4739,5,4,3,2,player
476,3903,ejemplo,Spanish,NOUN,290,yes,-4.4604,-3.0937,-2.3282,0.3202,0.2442,0.3722,1,1,1,1,example
187,435,perder,Spanish,VERB,291,yes,2.6598,1.0234,-0.7064,0.6029,0.3738,0.4439,5,4,3,2,lose
381,1249,reunir,Spanish,VERB,292,yes,4.9365,-0.7448,0.8007,0.6933,0.3181,0.5106,5,4,3,2,meet
46,91,patronal,Spanish,NOUN,293,yes,-1.2999,-0.0417,0.8022,0.4457,0.3403,0.5107,2,1,1,1,patronal
188,438,único,Spanish,ADJ,294,yes,-2.6366,-2.8058,-0.1923,0.3926,0.2532,0.4667,2,1,1,1,unique
332,980,recibir,Spanish,VERB,295,yes,1.2068,1.8803,1.7752,0.5452,0.4008,0.5538,5,4,3,2,to receive
389,5383,rosa,Spanish,PROPN,296,yes,-5.6955,0.9474,5.0762,0.2712,0.3714,0.6999,2,1,1,1,rose
345,1073,cabeza,Spanish,NOUN,297,yes,-5.9332,0.779,1.6585,0.2617,0.3661,0.5486,2,1,1,1,head
340,3080,aguirre,Spanish,PROPN,298,yes,10.4568,-8.8908,-1.4875,0.9124,0.0616,0.4094,3,2,2,2,aguirre
395,3370,regalo,Spanish,NOUN,299,yes,-4.0772,0.0535,-1.8927,0.3354,0.3433,0.3914,2,1,1,1,gift
314,2934,posible,Spanish,ADJ,300,yes,0.0429,0.8556,0.1489,0.499,0.3685,0.4818,5,4,3,2,possible
430,1477,ninguno,Spanish,DET,301,yes,7.7961,-4.6859,0.8111,0.8068,0.194,0.5111,3,2,2,2,none
176,400,como,Spanish,ADP,302,yes,9.2542,-6.6148,-3.2042,0.8647,0.1333,0.3334,3,2,2,2,What
64,120,como,Spanish,ADP,302,yes,2.0873,2.6287,-1.622,0.5801,0.4244,0.4034,5,4,3,2,What
289,743,crear,Spanish,VERB,303,yes,1.3216,0.5014,-0.6149,0.5497,0.3574,0.448,5,4,3,2,to create
297,800,producir,Spanish,VERB,304,yes,-2.8898,-0.1103,-3.1228,0.3825,0.3381,0.337,2,1,1,1,produce
393,1311,internacional,Spanish,ADJ,305,yes,9.7512,-3.8817,7.6449,0.8844,0.2194,0.8135,3,2,2,2,international
35,69,mano,Spanish,NOUN,306,yes,-3.4325,-0.1339,-0.9916,0.361,0.3374,0.4313,2,1,1,1,hand
88,162,barcelona,Spanish,PROPN,308,yes,-4.1469,0.3418,-1.8552,0.3326,0.3524,0.3931,2,1,1,1,Barcelona
339,1032,contar,Spanish,VERB,309,yes,-0.623,1.0961,-0.9882,0.4725,0.3761,0.4315,5,4,3,2,count
167,378,principal,Spanish,ADJ,310,yes,8.308,-4.2341,0.7147,0.8271,0.2083,0.5068,3,2,2,2,major
359,5246,soldador,Spanish,NOUN,311,yes,-3.4947,-2.9379,-3.0104,0.3585,0.2491,0.342,1,1,1,1,welder
342,1049,aumentar,Spanish,VERB,313,yes,1.7356,0.2699,1.374,0.5662,0.3501,0.536,5,4,3,2,increase
168,379,noticia,Spanish,NOUN,314,yes,-2.1027,1.3862,2.2568,0.4138,0.3852,0.5751,2,1,1,1,News
164,369,existir,Spanish,VERB,315,yes,-1.8811,1.8947,1.046,0.4226,0.4013,0.5215,2,1,1,1,exist
279,709,director,Spanish,NOUN,316,yes,0.3959,1.5503,3.2319,0.513,0.3904,0.6182,2,1,1,1,director
171,384,consejo,Spanish,PROPN,317,yes,-6.0053,0.5105,4.823,0.2589,0.3577,0.6887,2,1,1,1,tip
285,724,general,Spanish,PROPN,318,yes,-3.2306,-0.5236,2.1938,0.369,0.3251,0.5723,2,1,1,1,general
219,530,general,Spanish,PROPN,318,yes,12.6627,-8.5898,3.2529,1.0,0.0711,0.6192,3,2,2,2,general
228,554,partir,Spanish,NOUN,319,yes,-5.2684,-10.8476,-10.437,0.2881,0.0,0.0133,1,1,1,1,leave
291,758,ofrecer,Spanish,VERB,320,yes,3.1033,0.1732,-0.765,0.6205,0.347,0.4413,5,4,3,2,to offer
198,457,operador,Spanish,NOUN,321,yes,-2.5663,1.2446,1.0257,0.3954,0.3808,0.5206,2,1,1,1,operator
235,566,subsidio,Spanish,NOUN,322,yes,-5.2665,-1.2564,0.4836,0.2882,0.302,0.4966,1,1,1,1,subsidy
341,1040,fuerte,Spanish,ADJ,323,yes,-1.5899,-1.3097,0.0707,0.4341,0.3003,0.4783,2,1,1,1,strong
331,973,jueves,Spanish,NOUN,324,yes,-6.3436,-2.354,-0.8644,0.2454,0.2675,0.437,1,1,1,1,Thursday
316,893,acción,Spanish,NOUN,325,yes,-3.8129,-0.5467,2.3697,0.3459,0.3244,0.5801,2,1,1,1,action
335,1014,prensa,Spanish,NOUN,326,yes,-5.2834,0.5826,2.5484,0.2875,0.3599,0.588,2,1,1,1,press
350,1098,domingo,Spanish,NOUN,327,yes,-4.487,-1.4739,0.0477,0.3191,0.2952,0.4773,1,1,1,1,Sunday
159,355,cualquiera,Spanish,DET,328,yes,7.5237,-4.9227,-1.2078,0.796,0.1866,0.4218,3,2,2,2,any
349,1096,campaña,Spanish,NOUN,329,yes,-3.7481,1.1065,3.9679,0.3485,0.3764,0.6508,2,1,1,1,campaign
310,869,tasa,Spanish,NOUN,330,yes,-2.6114,-0.5212,1.1117,0.3936,0.3252,0.5244,2,1,1,1,rate
348,1090,crisis,Spanish,NOUN,332,yes,-1.0731,0.2927,2.9142,0.4547,0.3508,0.6042,2,1,1,1,crisis
241,580,desempleado,Spanish,NOUN,333,yes,-3.9057,0.8377,1.5109,0.3422,0.368,0.5421,2,1,1,1,unemployed
186,434,caer,Spanish,VERB,334,yes,-3.076,1.3646,-4.0998,0.3752,0.3846,0.2938,2,1,1,1,fall
424,1461,palabra,Spanish,NOUN,335,yes,-3.0425,0.7813,0.6161,0.3765,0.3662,0.5025,2,1,1,1,word
222,540,parado,Spanish,NOUN,336,yes,-4.0849,-0.3358,0.7491,0.3351,0.331,0.5084,2,1,1,1,stopped
452,3705,pensar,Spanish,VERB,337,yes,-0.1354,0.5497,-1.5188,0.4919,0.3589,0.408,5,4,3,2,to think
451,1652,cuál,Spanish,PRON,338,yes,-0.6937,-3.0574,-4.3699,0.4697,0.2453,0.2818,5,4,3,2,which
467,1813,poco,Spanish,DET,339,yes,0.0794,-1.2862,1.6201,0.5004,0.3011,0.5469,2,1,1,1,little bit
328,969,poco,Spanish,DET,339,yes,3.6394,-3.9514,0.1671,0.6418,0.2172,0.4826,5,4,3,2,little bit
126,247,cuenta,Spanish,NOUN,340,yes,-0.8453,-5.3663,-6.5004,0.4637,0.1726,0.1875,5,4,3,2,bill
99,195,camino,Spanish,NOUN,341,yes,-1.3405,0.4615,-0.94,0.4441,0.3561,0.4336,2,1,1,1,road
491,1984,cifra,Spanish,NOUN,342,yes,1.5893,0.141,1.4917,0.5604,0.346,0.5412,5,4,3,2,figure
426,1467,sentir,Spanish,VERB,343,yes,-0.4112,0.7277,-2.0273,0.4809,0.3645,0.3855,5,4,3,2,feel
492,6081,temporada,Spanish,NOUN,344,yes,-3.292,-0.0168,-0.428,0.3666,0.3411,0.4563,2,1,1,1,season
24,2096,regalar,Spanish,VERB,345,yes,0.3416,1.0101,-2.596,0.5108,0.3734,0.3603,5,4,3,2,give away
494,4048,ni,Spanish,ADV,346,yes,-2.0003,-2.8364,-2.7781,0.4179,0.2523,0.3523,2,1,1,1,neither
240,2625,ni,Spanish,ADV,346,yes,5.1546,-2.6175,1.9269,0.7019,0.2592,0.5605,5,4,3,2,neither
68,2177,anterior,Spanish,ADJ,347,yes,-1.9479,-1.4036,2.6135,0.4199,0.2974,0.5909,2,1,1,1,previous
406,1376,político,Spanish,ADJ,348,yes,8.6959,-5.1298,0.9689,0.8425,0.1801,0.5181,3,2,2,2,political
239,2617,real,Spanish,PROPN,349,yes,-5.3991,-0.2403,-1.2783,0.2829,0.334,0.4186,2,1,1,1,real
53,101,cumplir,Spanish,VERB,350,yes,0.9686,-0.6158,-2.1708,0.5357,0.3222,0.3791,5,4,3,2,comply
402,1348,medio,Spanish,NUM,351,yes,-2.4416,-0.1453,0.5492,0.4003,0.337,0.4995,2,1,1,1,medium
260,2694,medio,Spanish,NUM,351,yes,-0.4491,-3.3931,-0.8068,0.4794,0.2347,0.4395,5,4,3,2,medium
450,1628,cámara,Spanish,PROPN,352,yes,-7.1521,-2.6966,-3.5209,0.2133,0.2567,0.3194,1,1,1,1,camera
19,39,valor,Spanish,NOUN,353,yes,-2.9873,0.2381,1.6293,0.3787,0.3491,0.5473,2,1,1,1,worth
401,3379,ocurrir,Spanish,VERB,354,yes,0.1545,1.1648,-0.8377,0.5034,0.3783,0.4381,5,4,3,2,occur
420,3489,escribir,Spanish,VERB,355,yes,0.786,0.9159,1.3838,0.5285,0.3704,0.5364,5,4,3,2,to write
377,1231,fujimori,Spanish,PROPN,356,yes,-5.0884,-1.9825,-0.9894,0.2953,0.2792,0.4314,1,1,1,1,fujimori
323,2963,emperador,Spanish,NOUN,357,yes,-6.8472,-0.9959,1.1761,0.2254,0.3102,0.5273,2,1,1,1,emperor
449,3658,allí,Spanish,ADV,358,yes,1.1335,-1.156,0.5864,0.5423,0.3052,0.5012,2,1,1,1,over there
362,3205,amigo,Spanish,NOUN,359,yes,-2.0446,1.5798,-0.9258,0.4161,0.3913,0.4342,2,1,1,1,dude
369,3234,preguntar,Spanish,VERB,360,yes,-0.8424,1.0291,-2.1953,0.4638,0.374,0.378,5,4,3,2,to ask
93,179,ley,Spanish,NOUN,361,yes,-3.6241,0.1448,2.7486,0.3534,0.3462,0.5969,2,1,1,1,law
17,37,estadounidense,Spanish,ADJ,362,yes,7.1981,-4.5436,0.936,0.783,0.1985,0.5166,3,2,2,2,American
189,439,fondo,Spanish,NOUN,363,yes,-5.0664,0.1734,2.2251,0.2961,0.3471,0.5737,2,1,1,1,background
367,1182,total,Spanish,NOUN,364,yes,-4.2351,-0.8976,1.4964,0.3291,0.3133,0.5414,2,1,1,1,total
295,785,defender,Spanish,VERB,365,yes,-2.2566,0.4377,-2.407,0.4077,0.3554,0.3687,5,4,3,2,defend
14,32,poder,Spanish,NOUN,366,yes,-4.8363,0.2193,-0.3539,0.3053,0.3485,0.4595,2,1,1,1,can
33,66,poder,Spanish,NOUN,366,yes,4.3791,-0.3035,-3.8856,0.6711,0.332,0.3032,5,4,3,2,can
454,3714,germán,Spanish,PROPN,367,yes,1.142,-1.26,3.6725,0.5426,0.3019,0.6377,2,1,1,1,German
191,442,español,Spanish,NOUN,368,yes,0.329,0.2256,2.7257,0.5103,0.3487,0.5958,2,1,1,1,Spanish
299,826,español,Spanish,NOUN,368,yes,-3.6929,-0.8986,-1.7548,0.3507,0.3133,0.3975,1,1,1,1,Spanish
236,567,servicio,Spanish,NOUN,369,yes,-5.678,-0.721,-2.1395,0.2718,0.3189,0.3805,1,1,1,1,service
307,863,indefinido,Spanish,ADJ,370,yes,2.4442,-1.0452,7.5587,0.5943,0.3087,0.8097,2,1,1,1,undefined
10,22,banco,Spanish,PROPN,371,yes,-9.3537,-1.4496,-0.6285,0.1259,0.2959,0.4474,1,1,1,1,bank
312,875,banco,Spanish,PROPN,371,yes,-5.419,-0.3692,0.8187,0.2821,0.33,0.5114,2,1,1,1,bank
313,881,final,Spanish,NOUN,372,yes,-4.9671,-0.0623,-0.9243,0.3001,0.3396,0.4343,1,1,1,1,final
468,1814,metro,Spanish,NOUN,373,yes,-1.5691,-0.4891,0.7023,0.435,0.3262,0.5063,2,1,1,1,meter
303,832,celebrar,Spanish,VERB,374,yes,3.7664,-2.4898,-1.1089,0.6468,0.2632,0.4261,5,4,3,2,celebrate
47,2139,leer,Spanish,VERB,375,yes,1.5749,1.1769,0.0539,0.5598,0.3787,0.4776,5,4,3,2,read
294,768,unidos,Spanish,PROPN,376,yes,11.2336,-8.6114,-0.7245,0.9433,0.0704,0.4431,3,2,2,2,United
59,114,trabajo,Spanish,PROPN,377,yes,-1.5093,0.696,-0.106,0.4373,0.3635,0.4705,2,1,1,1,worked
37,74,trabajo,Spanish,PROPN,377,yes,-12.5253,-2.7456,0.962,0.0,0.2551,0.5178,1,1,1,1,worked
205,493,interés,Spanish,NOUN,378,yes,-2.6642,1.5412,3.2697,0.3915,0.3901,0.6199,2,1,1,1,interest
38,75,impedir,Spanish,VERB,379,yes,-1.9496,0.2587,-1.2724,0.4199,0.3497,0.4189,5,4,3,2,prevent
455,3715,granda,Spanish,PROPN,380,yes,-8.3392,-1.802,6.4081,0.1662,0.2848,0.7588,1,1,1,1,great
461,3757,nadie,Spanish,PRON,381,yes,2.3781,-2.679,-1.313,0.5917,0.2572,0.4171,5,4,3,2,no one
42,83,necesidad,Spanish,NOUN,382,yes,-2.1307,1.2443,6.1597,0.4127,0.3808,0.7478,2,1,1,1,need
462,3791,alguien,Spanish,PRON,383,yes,0.6363,-2.1776,0.5953,0.5225,0.273,0.5016,2,1,1,1,someone
318,2947,entender,Spanish,VERB,384,yes,1.3559,1.1628,-0.6861,0.5511,0.3782,0.4448,5,4,3,2,to understand
484,1939,tanto,Spanish,DET,385,yes,-6.1775,-2.8949,-0.7182,0.252,0.2504,0.4434,1,1,1,1,so much
69,129,tanto,Spanish,DET,385,yes,3.4785,-0.3025,3.8632,0.6354,0.3321,0.6462,2,1,1,1,so much
272,697,tanto,Spanish,DET,385,yes,5.5302,-4.0065,1.4199,0.7168,0.2154,0.538,5,4,3,2,so much
321,912,continuar,Spanish,VERB,386,yes,1.6309,0.6039,-0.0698,0.562,0.3606,0.4721,5,4,3,2,continue
154,2388,carrera,Spanish,NOUN,387,yes,-4.4154,-0.6647,-1.1811,0.322,0.3207,0.4229,1,1,1,1,race
284,723,secretario,Spanish,NOUN,388,yes,1.0957,-0.3933,1.9753,0.5408,0.3292,0.5626,2,1,1,1,secretary
213,505,lunes,Spanish,NOUN,389,yes,-3.0848,-2.8473,1.0464,0.3748,0.2519,0.5215,2,1,1,1,Monday
473,5942,alfonso,Spanish,PROPN,390,yes,-2.1754,-0.8932,-0.3768,0.4109,0.3135,0.4585,2,1,1,1,alphonse
140,2347,ex,Spanish,NOUN,391,yes,-2.51,0.5617,1.7691,0.3976,0.3593,0.5535,2,1,1,1,ex
131,2323,nacer,Spanish,VERB,392,yes,-4.3128,0.9232,-1.7199,0.326,0.3707,0.3991,2,1,1,1,born
224,2594,peseta,Spanish,NOUN,393,yes,-2.6675,-2.1085,1.9868,0.3914,0.2752,0.5631,2,1,1,1,peseta
56,109,no,Spanish,PART,394,yes,4.1113,5.7817,-3.6575,0.6605,0.5237,0.3133,5,4,3,2,No
153,338,no,Spanish,PART,394,yes,-1.255,-1.0486,1.8678,0.4474,0.3086,0.5579,2,1,1,1,No
324,926,provocar,Spanish,VERB,395,yes,-0.8849,0.8115,-1.2452,0.4621,0.3671,0.4201,5,4,3,2,to provoke
354,1107,ataque,Spanish,NOUN,396,yes,-3.3609,-0.3515,0.253,0.3638,0.3305,0.4864,2,1,1,1,attack
436,1512,asunto,Spanish,NOUN,397,yes,-3.294,1.2422,5.3995,0.3665,0.3807,0.7142,2,1,1,1,affair
346,1076,junio,Spanish,NOUN,398,yes,-4.4024,-2.2326,2.5703,0.3225,0.2713,0.589,2,1,1,1,June
384,1258,golpe,Spanish,NOUN,399,yes,-2.9452,0.2858,0.6055,0.3803,0.3506,0.502,2,1,1,1,blow
382,1254,fiyi,Spanish,PROPN,400,yes,-6.8747,-1.6686,1.112,0.2243,0.289,0.5244,2,1,1,1,fiji
397,1324,barak,Spanish,PROPN,401,yes,-8.7323,-2.3879,-0.4963,0.1506,0.2664,0.4532,1,1,1,1,barak
437,1514,incluso,Spanish,ADV,402,yes,0.5602,-4.1893,-3.425,0.5195,0.2097,0.3236,5,4,3,2,even
380,1246,parlamento,Spanish,PROPN,403,yes,-4.6301,0.461,1.7635,0.3135,0.3561,0.5533,2,1,1,1,parliament
146,318,programa,Spanish,NOUN,404,yes,-5.4901,-1.1793,-1.7301,0.2793,0.3045,0.3986,1,1,1,1,Program
421,1443,difícil,Spanish,ADJ,405,yes,0.0509,-1.5373,-3.0851,0.4993,0.2932,0.3387,5,4,3,2,hard
378,1241,speight,Spanish,PROPN,406,yes,1.3157,-2.4677,0.4446,0.5495,0.2639,0.4949,2,1,1,1,speight
371,1207,puesto,Spanish,NOUN,407,yes,-1.2842,0.7088,2.4323,0.4463,0.3639,0.5829,2,1,1,1,Market Stall
416,1411,aparecer,Spanish,VERB,408,yes,-0.4249,0.6786,0.0491,0.4804,0.363,0.4774,5,4,3,2,Appear
327,938,1999,Spanish,NOUN,409,yes,-3.8534,-1.1553,-0.7842,0.3443,0.3052,0.4405,2,1,1,1,1999
370,1194,perú,Spanish,PROPN,410,yes,-8.7118,-0.4837,0.4389,0.1514,0.3264,0.4946,1,1,1,1,Peru
412,1390,buscar,Spanish,VERB,411,yes,-1.0862,-0.0108,-2.2145,0.4541,0.3413,0.3772,5,4,3,2,Search
394,1321,democracia,Spanish,NOUN,412,yes,-6.867,-0.6074,3.7522,0.2246,0.3225,0.6413,2,1,1,1,democracy
478,3922,compañero,Spanish,NOUN,413,yes,-3.2416,-0.1845,0.8961,0.3686,0.3358,0.5149,2,1,1,1,co-worker
76,2187,joven,Spanish,NOUN,414,yes,-3.4729,-0.2986,0.4949,0.3594,0.3322,0.4971,2,1,1,1,young man
326,5030,susi,Spanish,PROPN,415,yes,-7.738,-2.0688,-4.1864,0.1901,0.2764,0.2899,1,1,1,1,susie
409,1387,comicio,Spanish,NOUN,416,yes,-5.6166,-1.1681,-0.938,0.2743,0.3048,0.4337,1,1,1,1,election
92,2226,temporal,Spanish,ADJ,417,yes,8.6306,-4.3115,4.6226,0.8399,0.2058,0.6798,3,2,2,2,temporary
262,2703,sanitario,Spanish,ADJ,418,yes,8.8178,-3.5843,6.4862,0.8474,0.2287,0.7623,3,2,2,2,sanitary
174,4487,quemar,Spanish,VERB,419,yes,-3.2749,0.1302,-2.0534,0.3673,0.3457,0.3843,2,1,1,1,burn down
343,1051,2,Spanish,NUM,420,yes,-5.4513,-0.2728,2.6033,0.2808,0.333,0.5904,2,1,1,1,two
396,1322,israelí,Spanish,ADJ,421,yes,8.1604,-4.7996,0.7681,0.8213,0.1905,0.5092,3,2,2,2,Israeli
403,1357,paso,Spanish,NOUN,422,yes,-5.1231,-0.1754,-1.2029,0.2939,0.3361,0.422,1,1,1,1,step
267,667,seis,Spanish,NUM,423,yes,-2.1931,-1.5309,1.9259,0.4102,0.2934,0.5604,2,1,1,1,six
60,2162,juego,Spanish,NOUN,424,yes,-6.2912,-1.3817,-1.1825,0.2475,0.2981,0.4229,1,1,1,1,play
407,1379,decisión,Spanish,NOUN,425,yes,-4.0621,-3.8965,-4.5129,0.336,0.2189,0.2755,1,1,1,1,decision
256,632,local,Spanish,ADJ,426,yes,9.8616,-8.7621,-3.3118,0.8888,0.0657,0.3286,3,2,2,2,local
387,1282,pueblo,Spanish,NOUN,427,yes,-5.884,-0.4724,1.4695,0.2637,0.3267,0.5402,2,1,1,1,village
278,2755,liga,Spanish,PROPN,428,yes,-2.7212,1.2899,5.1672,0.3892,0.3822,0.7039,2,1,1,1,league
404,3408,divertido,Spanish,ADJ,429,yes,1.7355,-2.0916,-1.695,0.5662,0.2757,0.4002,5,4,3,2,funny
399,3377,derecha,Spanish,NOUN,430,yes,-5.6424,-1.4345,-2.5876,0.2733,0.2964,0.3607,1,1,1,1,right
124,4343,tele,Spanish,NOUN,431,yes,-7.9271,-1.4297,-0.8549,0.1826,0.2966,0.4374,1,1,1,1,TV
391,5388,papelera,Spanish,NOUN,432,yes,-10.5181,-5.9021,-6.892,0.0797,0.1557,0.1702,1,1,1,1,paper bin
217,516,confederación,Spanish,PROPN,433,yes,-5.1803,4.72,11.8578,0.2916,0.4902,1.0,2,1,1,1,confederacy
