,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,nc5,nc4,nc3,nc2,trans
195,490,moduan,Basque,NOUN,237,no,2.157,0.7876,0.3545,0.4284,0.5031,0.6016,2,2,1,1,as
16,34,hartan,Basque,DET,238,no,6.0491,-0.5199,-1.0777,0.5948,0.4627,0.5207,2,2,1,1,in that
367,3227,die,Basque,AUX,239,no,-2.209,-1.803,2.8229,0.2417,0.4231,0.7409,5,4,3,2,says
370,1190,duten,Basque,VERB,240,no,-1.3881,-0.3555,2.243,0.2768,0.4678,0.7081,5,4,3,2,that have
128,285,duten,Basque,VERB,240,no,-1.3421,-0.279,1.3672,0.2788,0.4701,0.6587,2,2,1,1,that have
458,1790,ondorioz,Basque,NOUN,241,no,2.1447,0.9482,1.9275,0.4279,0.508,0.6903,2,2,1,1,as a result
296,867,jarraitu,Basque,VERB,242,no,-0.5228,1.0805,0.6403,0.3138,0.5121,0.6177,2,2,1,1,continue
44,91,irabazteko,Basque,VERB,244,no,0.014,0.6169,1.9494,0.3368,0.4978,0.6916,2,2,1,1,to win
319,958,emateko,Basque,VERB,245,no,-0.3744,0.4442,0.7604,0.3202,0.4925,0.6245,2,2,1,1,to give
272,2801,ia,Basque,ADV,246,no,4.0348,1.4327,3.4523,0.5087,0.523,0.7764,2,2,1,1,almost
291,841,ugari,Basque,DET,247,no,5.9849,-1.4918,1.3652,0.5921,0.4327,0.6586,2,2,1,1,a lot
328,992,ezer,Basque,PRON,248,no,1.4297,-2.1434,-1.8222,0.3973,0.4126,0.4787,2,2,1,1,nothing
35,79,guk,Basque,PRON,249,no,0.4428,-0.9364,0.1877,0.3551,0.4498,0.5921,2,2,1,1,we
206,523,aipatu,Basque,VERB,250,no,2.2523,1.3967,-1.1335,0.4325,0.5219,0.5176,2,2,1,1,mention
276,774,salatu,Basque,VERB,251,no,-4.0839,-0.3589,-0.8631,0.1615,0.4677,0.5328,5,4,3,2,report
271,752,etxean,Basque,NOUN,252,no,-1.7635,-3.1323,1.9263,0.2608,0.3821,0.6903,5,4,3,2,at home
392,1297,ateratzen,Basque,VERB,253,no,-0.9955,1.9832,0.5187,0.2936,0.54,0.6108,5,4,3,2,coming out
350,3137,bete,Basque,VERB,254,no,-3.368,2.6052,-0.5236,0.1922,0.5592,0.552,5,4,3,2,fill up
424,1530,izaten,Basque,VERB,255,no,-4.5506,0.4695,0.9346,0.1416,0.4932,0.6343,5,4,3,2,being
279,783,burua,Basque,NOUN,256,no,2.3184,0.6981,1.1374,0.4353,0.5003,0.6457,2,2,1,1,head
236,611,dituzte,Basque,VERB,257,no,-3.2608,-0.0898,-2.2285,0.1967,0.476,0.4558,5,4,3,2,they have
449,1732,dituzte,Basque,VERB,257,no,-2.5592,0.4751,1.4693,0.2267,0.4934,0.6645,5,4,3,2,they have
302,877,garrantzitsua,Basque,ADJ,258,no,-4.71,-1.4649,2.0863,0.1348,0.4335,0.6993,5,4,3,2,important
337,1034,ustez,Basque,NOUN,259,no,-5.8836,-2.1951,3.8453,0.0846,0.411,0.7985,5,4,3,2,supposedly
493,2047,zergatik,Basque,ADV,260,no,-3.8141,-3.5604,0.0259,0.1731,0.3688,0.583,4,4,3,2,why
53,2164,taldeko,Basque,NOUN,261,no,7.3992,-5.8752,-4.3142,0.6525,0.2974,0.3381,1,1,1,1,of the group
404,1364,litzateke,Basque,AUX,262,no,-1.5782,-2.0611,-1.8299,0.2687,0.4151,0.4783,2,2,1,1,would be
330,998,lehenengo,Basque,NUM,263,no,8.8738,-0.0698,-0.9215,0.7156,0.4766,0.5296,1,1,1,1,first
70,176,lana,Basque,NOUN,264,no,-1.9958,-0.6186,1.0568,0.2508,0.4597,0.6412,5,4,3,2,work
413,1421,hasiera,Basque,NOUN,265,no,-1.544,1.5264,2.9638,0.2701,0.5259,0.7488,2,2,1,1,Start
116,2318,dauka,Basque,VERB,266,no,-2.2327,1.7702,3.8262,0.2407,0.5334,0.7975,5,4,3,2,has
384,3309,erraza,Basque,ADJ,267,no,-3.4294,-1.4904,3.4879,0.1895,0.4327,0.7784,5,4,3,2,easy
364,1167,bota,Basque,VERB,268,no,-1.3654,2.2783,1.1164,0.2778,0.5491,0.6446,5,4,3,2,throw away
459,1801,aurten,Basque,ADV,269,no,-6.9811,-3.9109,-0.318,0.0377,0.358,0.5636,4,4,3,2,this year
284,2864,horretarako,Basque,DET,270,no,-2.266,-1.7883,1.5405,0.2393,0.4236,0.6685,5,4,3,2,for that
359,3183,proba,Basque,NOUN,271,no,-1.2878,0.4721,2.3465,0.2811,0.4933,0.714,2,2,1,1,the test
203,519,gelditu,Basque,VERB,272,no,-4.3836,-0.0365,2.0874,0.1487,0.4776,0.6993,5,4,3,2,stop
356,1112,hain,Basque,ADV,273,no,7.1353,0.3433,-2.2206,0.6413,0.4893,0.4562,1,1,1,1,so
471,3961,batera,Basque,NUM,274,no,5.3962,-0.2694,-0.3079,0.5669,0.4704,0.5642,2,2,1,1,together
407,1384,konfiantza,Basque,NOUN,275,no,0.9842,2.3014,2.5839,0.3782,0.5498,0.7274,2,2,1,1,confidence
175,2459,herriko,Basque,NOUN,276,no,12.0177,5.084,7.3743,0.85,0.6357,0.9977,1,1,1,1,of the town
286,11066,ari,Basque,AUX,277,no,3.3716,-0.776,-2.8615,0.4803,0.4548,0.4201,2,2,1,1,are doing
275,772,dituzten,Basque,AUX,278,no,-3.106,-4.3387,-0.2214,0.2034,0.3448,0.5691,4,4,3,2,they have
135,294,gabe,Basque,ADV,279,no,0.7093,-1.7752,0.1219,0.3665,0.424,0.5884,2,2,1,1,without
165,385,nafarroako,Basque,PROPN,280,no,11.4278,0.0539,0.8277,0.8248,0.4804,0.6283,1,1,1,1,from Navarre
278,2824,arte,Basque,NOUN,281,no,3.7648,0.9554,-0.3381,0.4971,0.5082,0.5625,1,1,1,1,until
289,833,pertsona,Basque,NOUN,282,no,-0.0988,1.0426,1.6186,0.3319,0.5109,0.6729,2,2,1,1,the person
427,1537,urtean,Basque,NOUN,283,no,-2.6682,2.4675,4.9561,0.2221,0.5549,0.8612,2,2,1,1,in the year
440,3709,etapa,Basque,NOUN,284,no,1.8943,0.7788,1.2543,0.4172,0.5028,0.6523,2,2,1,1,stage
456,1764,asmoa,Basque,NOUN,285,no,2.8846,0.709,1.3735,0.4595,0.5006,0.6591,2,2,1,1,intention
189,472,modu,Basque,NOUN,286,no,2.0982,2.03,3.7015,0.4259,0.5414,0.7904,2,2,1,1,way
72,178,zuten,Basque,VERB,287,no,-2.7881,1.5873,-3.1855,0.2169,0.5277,0.4018,5,4,3,2,they had
145,321,zuten,Basque,VERB,287,no,-1.3168,-0.477,-0.0969,0.2799,0.464,0.5761,5,4,3,2,they had
255,682,orduan,Basque,ADV,288,no,0.4104,-2.1265,-1.4404,0.3537,0.4131,0.5003,2,2,1,1,then
446,1712,milioi,Basque,NOUN,289,no,7.2447,-1.0849,0.8847,0.6459,0.4453,0.6315,1,1,1,1,million
428,1548,egunetan,Basque,NOUN,290,no,0.7835,3.7869,3.684,0.3697,0.5956,0.7894,2,2,1,1,in days
76,182,baita,Basque,AUX,291,no,-3.7967,-5.2452,-1.0786,0.1738,0.3168,0.5207,4,4,3,2,as well
181,421,berri,Basque,ADJ,292,no,3.6561,-1.0879,-1.1218,0.4925,0.4452,0.5182,2,2,1,1,new
412,1418,jendea,Basque,NOUN,293,no,3.8338,0.9045,2.0917,0.5001,0.5067,0.6996,2,2,1,1,the people
444,1706,ordu,Basque,NOUN,294,no,7.2382,1.2105,0.6506,0.6457,0.5161,0.6183,1,1,1,1,hour
217,548,zegoen,Basque,AUX,296,no,2.4361,2.0565,0.4699,0.4403,0.5422,0.6081,2,2,1,1,there was
105,246,zegoen,Basque,AUX,296,no,-1.448,-8.5716,-5.9451,0.2742,0.2142,0.2461,2,2,1,1,there was
476,1945,zazpi,Basque,NUM,297,no,-2.1029,-2.2304,3.1609,0.2462,0.4099,0.7599,5,4,3,2,seven
73,179,esperientzia,Basque,NOUN,298,no,-2.9794,2.1638,5.0551,0.2088,0.5455,0.8668,2,2,1,1,the experience
101,239,euskal,Basque,PROPN,299,no,3.7591,1.5172,5.2331,0.4969,0.5256,0.8769,2,2,1,1,Basque
174,2458,euskal,Basque,PROPN,299,no,15.525,-0.3231,3.1018,1.0,0.4688,0.7566,1,1,1,1,Basque
485,1972,iritsi,Basque,VERB,300,no,-1.3282,0.9682,-0.5678,0.2794,0.5086,0.5495,5,4,3,2,arrive
157,359,inork,Basque,PRON,301,no,0.8531,-2.1833,-1.1558,0.3726,0.4114,0.5163,2,2,1,1,nobody
461,3851,lortzeko,Basque,VERB,302,no,-2.471,0.1981,3.3271,0.2305,0.4849,0.7693,2,2,1,1,to get
23,46,hasten,Basque,VERB,303,no,-2.5589,0.6089,0.9354,0.2267,0.4975,0.6343,5,4,3,2,start
89,4310,jakin,Basque,VERB,304,no,-3.4668,-0.1064,-0.6815,0.1879,0.4755,0.5431,5,4,3,2,to know
214,539,gu,Basque,PRON,305,no,-1.0231,-1.187,2.8232,0.2924,0.4421,0.7409,5,4,3,2,we
475,1926,zitzaion,Basque,AUX,306,no,2.3554,-4.0144,-3.5492,0.4369,0.3548,0.3813,2,2,1,1,to him
394,3356,nabarmendu,Basque,VERB,307,no,-5.3863,-0.4421,0.8614,0.1058,0.4651,0.6302,5,4,3,2,stand out
233,604,bihar,Basque,ADV,308,no,-2.0905,-2.529,-0.0217,0.2468,0.4007,0.5803,5,4,3,2,tomorrow
210,530,soldadu,Basque,NOUN,309,no,6.2319,1.9151,2.9329,0.6026,0.5379,0.7471,1,1,1,1,a soldier
199,501,minutu,Basque,NOUN,310,no,0.4473,1.2985,3.8811,0.3553,0.5188,0.8006,2,2,1,1,minutes
368,1187,berehala,Basque,ADV,311,no,4.6595,-1.7968,-2.3219,0.5354,0.4233,0.4505,2,2,1,1,immediately
107,4345,ni,Basque,PRON,312,no,2.3531,-1.7773,-0.2112,0.4368,0.4239,0.5696,2,2,1,1,me
228,4677,jose,Basque,PROPN,313,no,4.1561,-1.0784,-1.3924,0.5139,0.4455,0.503,2,2,1,1,jose
436,3669,gobernuak,Basque,NOUN,314,no,2.5255,-1.0128,-0.4011,0.4441,0.4475,0.5589,2,2,1,1,the government
376,1227,etorri,Basque,VERB,315,no,-3.9772,-0.668,1.429,0.1661,0.4581,0.6622,5,4,3,2,come
66,4260,dituen,Basque,AUX,316,no,4.5864,-2.9366,-2.1585,0.5323,0.3881,0.4597,2,2,1,1,has
239,631,saiatuko,Basque,VERB,317,no,-4.4013,-0.5451,0.8074,0.148,0.4619,0.6271,5,4,3,2,will try
7,13,laguntza,Basque,NOUN,318,no,1.9165,-1.7565,-1.8233,0.4181,0.4245,0.4787,2,2,1,1,help
62,145,arazoak,Basque,NOUN,319,no,-0.046,1.6354,5.4839,0.3342,0.5292,0.891,2,2,1,1,problems
75,2225,herenegun,Basque,ADV,320,no,-1.7532,-3.3907,-0.3618,0.2612,0.3741,0.5611,4,4,3,2,two days ago
304,888,hartzen,Basque,VERB,321,no,-0.8909,1.3812,1.2242,0.2981,0.5214,0.6506,2,2,1,1,taking
67,166,bildu,Basque,VERB,322,no,-3.4412,1.0801,-0.4725,0.189,0.5121,0.5549,5,4,3,2,collect
437,1642,gogorra,Basque,ADJ,323,no,-3.2542,-0.5929,3.2215,0.197,0.4604,0.7633,5,4,3,2,strong
323,974,jokatzeko,Basque,VERB,324,no,2.2665,-0.5593,0.1051,0.4331,0.4615,0.5875,2,2,1,1,to play
487,1981,izana,Basque,VERB,325,no,0.3426,-3.1683,-3.4667,0.3508,0.381,0.3859,2,2,1,1,to have
172,400,bakoitzak,Basque,ADJ,326,no,2.2888,0.0389,1.4383,0.434,0.4799,0.6627,2,2,1,1,Each one
355,1110,zure,Basque,PRON,327,no,10.8434,-2.5024,-2.3471,0.7998,0.4015,0.4491,1,1,1,1,your
310,900,horretako,Basque,DET,328,no,10.8466,-0.3109,0.2123,0.8,0.4692,0.5935,1,1,1,1,of that
385,3313,pozik,Basque,ADV,329,no,6.6838,-0.1227,-1.194,0.622,0.475,0.5142,1,1,1,1,happy
171,398,inoiz,Basque,ADV,330,no,1.6441,-4.2202,-3.7981,0.4065,0.3485,0.3672,2,2,1,1,ever
47,2148,erantzun,Basque,VERB,331,no,-3.086,-0.584,-0.8366,0.2042,0.4607,0.5343,5,4,3,2,answer
429,1552,bestetik,Basque,DET,332,no,0.7652,-2.5916,-2.4464,0.3689,0.3988,0.4435,2,2,1,1,on the other hand
222,559,erabakiko,Basque,VERB,333,no,-4.3429,0.0026,-0.3122,0.1505,0.4788,0.5639,5,4,3,2,will decide
405,1365,nahikoa,Basque,ADV,334,no,-4.4276,-2.7845,0.0014,0.1468,0.3928,0.5816,4,4,3,2,enough
433,1581,erraz,Basque,ADV,335,no,3.3958,-4.3275,-3.8386,0.4814,0.3452,0.3649,2,2,1,1,easily
248,655,hasieran,Basque,NOUN,336,no,-2.8029,-1.9273,0.8653,0.2163,0.4193,0.6304,5,4,3,2,at the beginning
372,1196,liga,Basque,NOUN,337,no,3.133,2.2949,4.2057,0.4701,0.5496,0.8189,2,2,1,1,the league
184,429,era,Basque,NOUN,338,no,3.977,1.0624,1.2292,0.5062,0.5115,0.6509,2,2,1,1,the way
329,994,nago,Basque,VERB,339,no,-3.662,-0.7815,3.0688,0.1796,0.4546,0.7547,5,4,3,2,i am
224,2616,berria,Basque,ADJ,340,no,1.5863,-2.4235,3.0732,0.404,0.4039,0.755,2,2,1,1,the new
179,4510,aurkitu,Basque,VERB,341,no,2.791,1.1333,-0.5903,0.4555,0.5137,0.5482,2,2,1,1,find
58,2178,azkenik,Basque,ADV,342,no,0.626,-4.9451,-4.5608,0.3629,0.3261,0.3242,2,2,1,1,finally
314,2962,saiatu,Basque,VERB,343,no,-0.0686,2.7481,-0.2288,0.3332,0.5636,0.5686,5,4,3,2,try
104,244,osoa,Basque,ADJ,344,no,8.2105,-0.7065,-1.0728,0.6872,0.4569,0.521,1,1,1,1,the whole
409,1401,abuztuaren,Basque,NOUN,345,no,11.8899,-2.7168,-0.7016,0.8446,0.3949,0.542,1,1,1,1,August
19,40,zituen,Basque,VERB,346,no,2.8933,-0.3956,-0.6713,0.4599,0.4665,0.5437,2,2,1,1,had
34,76,zituen,Basque,VERB,346,no,-2.0771,0.7621,-2.7411,0.2474,0.5023,0.4269,5,4,3,2,had
197,4589,heldu,Basque,VERB,347,no,-3.7732,-0.0846,2.0527,0.1748,0.4761,0.6974,5,4,3,2,arrive
408,1386,iazko,Basque,ADV,348,no,8.0249,-1.5667,-1.7487,0.6793,0.4304,0.4829,1,1,1,1,last year
445,1708,eduki,Basque,VERB,349,no,-2.8846,1.0201,3.4854,0.2128,0.5102,0.7782,5,4,3,2,to have
119,2323,aldiz,Basque,NOUN,350,no,-2.2673,-2.7685,-1.8332,0.2392,0.3933,0.4781,5,4,3,2,times
18,38,aldiz,Basque,NOUN,350,no,3.5556,1.9777,1.9217,0.4882,0.5398,0.69,2,2,1,1,times
297,869,bidea,Basque,NOUN,351,no,-4.7467,-3.5156,2.4065,0.1332,0.3702,0.7174,4,4,3,2,way
285,817,gehienak,Basque,DET,352,no,4.5222,-2.5954,-2.2321,0.5295,0.3986,0.4556,2,2,1,1,most of them
190,2525,dauden,Basque,VERB,353,no,6.2125,0.3675,2.0502,0.6018,0.4901,0.6972,2,2,1,1,are there
287,827,berezia,Basque,ADJ,354,no,6.1431,0.8187,-1.0767,0.5988,0.504,0.5208,1,1,1,1,special
288,830,enpresa,Basque,NOUN,355,no,6.9656,3.4407,3.61,0.634,0.585,0.7853,1,1,1,1,company
168,393,gol,Basque,NOUN,356,no,-0.5144,0.4766,2.9864,0.3142,0.4935,0.7501,2,2,1,1,goal
261,705,nagusi,Basque,ADJ,357,no,-7.5238,-7.8066,0.9025,0.0145,0.2378,0.6325,4,4,3,2,main
90,6361,badago,Basque,VERB,358,no,-6.0822,-4.3504,-0.3535,0.0761,0.3445,0.5616,4,4,3,2,if there is
74,180,handiko,Basque,ADJ,359,no,7.9659,-1.3687,-1.6548,0.6768,0.4365,0.4882,1,1,1,1,high
399,3385,irten,Basque,VERB,360,no,-3.9145,-0.0918,1.4801,0.1688,0.4759,0.6651,5,4,3,2,leave
82,199,beharra,Basque,NOUN,361,no,5.0103,0.7274,-1.3883,0.5504,0.5012,0.5032,2,2,1,1,need
457,1785,hamar,Basque,NUM,362,no,7.0497,0.376,2.1066,0.6376,0.4904,0.7004,1,1,1,1,ten
250,2712,hilabete,Basque,NOUN,363,no,4.1076,1.7815,1.0525,0.5118,0.5337,0.6409,2,2,1,1,month
472,3968,politika,Basque,NOUN,364,no,3.0856,-8.758,-6.9044,0.4681,0.2084,0.1919,1,1,1,1,politics
193,2535,zien,Basque,AUX,365,no,-4.4469,-4.4508,0.9964,0.146,0.3414,0.6378,4,4,3,2,told them
61,141,une,Basque,NOUN,367,no,-5.4103,-1.6406,5.3752,0.1048,0.4281,0.8849,5,4,3,2,the moment
360,1137,horregatik,Basque,ADV,368,no,-5.6634,-5.186,-1.3267,0.094,0.3187,0.5067,4,4,3,2,that's why
113,2317,emango,Basque,VERB,369,no,3.2711,2.1586,0.9618,0.476,0.5454,0.6358,2,2,1,1,will give
266,724,sekula,Basque,ADV,370,no,-2.8511,-5.2294,-3.5694,0.2143,0.3173,0.3801,4,4,3,2,never
212,533,dituztela,Basque,AUX,371,no,0.1095,-7.0045,-4.1386,0.3408,0.2625,0.348,2,2,1,1,they have
438,1645,saio,Basque,NOUN,372,no,1.0724,1.488,4.672,0.382,0.5247,0.8452,2,2,1,1,session
431,1561,jarriko,Basque,VERB,373,no,-1.6535,0.9922,2.1494,0.2655,0.5094,0.7028,5,4,3,2,will put
339,3084,itzuli,Basque,VERB,374,no,-4.8173,-1.6004,-2.1454,0.1302,0.4293,0.4605,5,4,3,2,come back
423,1521,aitortu,Basque,VERB,375,no,-0.5282,0.7213,-0.5201,0.3136,0.501,0.5522,5,4,3,2,recognize
208,526,hobeto,Basque,ADV,376,no,2.228,-3.9016,-3.3689,0.4314,0.3583,0.3914,2,2,1,1,better
186,4540,indar,Basque,NOUN,377,no,-5.1101,-4.9986,1.3799,0.1177,0.3245,0.6594,4,4,3,2,strength
473,1921,marka,Basque,NOUN,378,no,4.0715,1.5215,1.6845,0.5103,0.5257,0.6766,2,2,1,1,brand
455,1756,guztiz,Basque,ADV,379,no,-3.8918,-4.9019,4.759,0.1698,0.3274,0.8501,4,4,3,2,completely
201,505,egia,Basque,NOUN,381,no,-3.996,-7.2988,0.2356,0.1653,0.2535,0.5948,4,4,3,2,the truth
347,1078,badu,Basque,VERB,382,no,1.8782,-0.4728,-1.2701,0.4165,0.4642,0.5099,2,2,1,1,has
489,2036,mailako,Basque,NOUN,383,no,0.0333,-0.4843,5.0209,0.3376,0.4638,0.8649,2,2,1,1,level
264,708,batez,Basque,NUM,384,no,2.9149,-2.7435,-0.7587,0.4608,0.3941,0.5387,2,2,1,1,especially
252,2721,eragin,Basque,VERB,385,no,-4.5288,-1.2766,-0.2247,0.1425,0.4393,0.5689,5,4,3,2,cause
484,4016,puntu,Basque,NOUN,386,no,-0.7254,1.3646,2.5954,0.3051,0.5209,0.728,2,2,1,1,point
490,4085,gustatzen,Basque,VERB,387,no,-2.4498,-2.1659,1.4076,0.2314,0.4119,0.661,5,4,3,2,like
290,840,jende,Basque,NOUN,388,no,0.5215,2.2405,5.739,0.3585,0.5479,0.9054,2,2,1,1,people
141,2361,txartela,Basque,NOUN,389,no,0.2914,-2.5785,-2.6236,0.3486,0.3992,0.4335,2,2,1,1,card
361,5237,igandean,Basque,NOUN,390,no,1.3905,-0.0192,0.2129,0.3956,0.4782,0.5936,2,2,1,1,on sunday
322,966,nagusiak,Basque,ADJ,391,no,10.7055,-2.6439,-2.7418,0.7939,0.3971,0.4268,1,1,1,1,the main ones
259,2740,txapela,Basque,NOUN,392,no,2.5147,1.8631,5.0153,0.4437,0.5363,0.8646,2,2,1,1,hat
188,2504,egun,Basque,ADV,393,no,-2.1515,2.3824,3.6357,0.2442,0.5523,0.7867,2,2,1,1,today
144,4415,egun,Basque,ADV,393,no,-1.1895,-2.3654,0.8468,0.2853,0.4057,0.6293,5,4,3,2,today
421,1511,direla,Basque,VERB,394,no,-3.1511,-2.9685,-0.1818,0.2014,0.3871,0.5713,4,4,3,2,they are
196,491,direla,Basque,VERB,394,no,-2.5968,0.5469,0.3716,0.2251,0.4956,0.6025,5,4,3,2,they are
229,2631,erabat,Basque,ADV,395,no,11.2781,0.1382,1.2677,0.8184,0.483,0.6531,1,1,1,1,absolutely
402,1356,eajk,Basque,PROPN,396,no,-4.0167,-3.8683,1.136,0.1644,0.3593,0.6457,4,4,3,2,hey
240,632,hor,Basque,ADV,397,no,-2.9001,-2.9296,-0.7706,0.2122,0.3883,0.5381,4,4,3,2,there
267,2774,egotzi,Basque,VERB,398,no,-0.0049,1.4363,2.577,0.336,0.5231,0.727,2,2,1,1,attribute
282,801,hauteskundeak,Basque,NOUN,399,no,5.3367,2.2084,2.7408,0.5644,0.5469,0.7362,2,2,1,1,the elections
238,629,gogor,Basque,ADV,400,no,5.306,-4.1362,-5.1414,0.563,0.3511,0.2914,2,2,1,1,hard
202,510,dit,Basque,AUX,402,no,5.5839,-1.329,-1.9655,0.5749,0.4377,0.4706,2,2,1,1,I say
63,2196,bateko,Basque,NUM,403,no,7.0637,0.3079,0.0481,0.6382,0.4883,0.5843,1,1,1,1,ace
163,2431,haiz,Basque,AUX,404,no,0.3719,-4.4151,-2.9948,0.3521,0.3425,0.4126,2,2,1,1,the wind
205,2570,bide,Basque,NOUN,405,no,4.5113,0.1566,-0.2288,0.5291,0.4836,0.5686,2,2,1,1,way
306,2939,garrantzitsuena,Basque,ADJ,406,no,-4.0586,-8.068,-4.6476,0.1626,0.2297,0.3193,4,4,3,2,the most important
303,2929,hautagai,Basque,NOUN,407,no,0.2851,3.1468,4.5083,0.3484,0.5759,0.836,2,2,1,1,candidate
269,2781,joko,Basque,NOUN,408,no,-4.7979,-2.7786,2.5438,0.131,0.393,0.7251,5,4,3,2,the game
215,541,gustura,Basque,ADV,409,no,4.7861,0.5992,-0.4354,0.5408,0.4972,0.557,1,1,1,1,please
256,686,fitxatu,Basque,VERB,410,no,-2.8526,-0.132,-1.1613,0.2142,0.4747,0.516,5,4,3,2,sign up
348,1087,joateko,Basque,VERB,411,no,0.897,-3.1682,-1.4978,0.3745,0.381,0.497,2,2,1,1,to go
391,1296,alde,Basque,NOUN,412,no,0.5709,2.1106,3.68,0.3606,0.5439,0.7892,2,2,1,1,aside
400,1345,italiako,Basque,PROPN,413,no,12.1175,-0.0838,-0.052,0.8543,0.4762,0.5786,1,1,1,1,Italian
351,1090,miarritzek,Basque,PROPN,414,no,-4.7651,-6.5931,-2.3317,0.1324,0.2752,0.45,4,4,3,2,miarritz
299,873,giro,Basque,NOUN,415,no,-1.5776,-0.4161,3.1728,0.2687,0.4659,0.7606,5,4,3,2,atmosphere
454,3798,gauzak,Basque,NOUN,416,no,1.2919,-2.4922,-2.1466,0.3914,0.4018,0.4604,2,2,1,1,things
414,1424,partida,Basque,NOUN,417,no,-1.776,0.6502,3.4577,0.2602,0.4988,0.7767,5,4,3,2,the game
162,378,igo,Basque,VERB,418,no,-5.8084,-1.7624,1.6951,0.0878,0.4243,0.6772,4,4,3,2,go up
333,3063,aurreko,Basque,NOUN,419,no,11.0614,-2.6762,-2.1767,0.8091,0.3961,0.4587,1,1,1,1,previous
335,3071,aldaketak,Basque,NOUN,420,no,-2.3054,-2.8757,0.2625,0.2376,0.39,0.5964,4,4,3,2,the changes
425,3582,gerra,Basque,NOUN,421,no,0.3543,-0.9424,1.5244,0.3513,0.4497,0.6676,2,2,1,1,the war
131,288,jokalariek,Basque,NOUN,422,no,-2.5554,-1.7537,3.3849,0.2269,0.4246,0.7726,5,4,3,2,the players
483,1967,ditut,Basque,AUX,423,no,-6.4856,-6.5047,-1.1728,0.0588,0.278,0.5154,4,4,3,2,I have
482,1962,astean,Basque,NOUN,424,no,3.6308,1.3981,2.0026,0.4914,0.5219,0.6946,2,2,1,1,per week
117,272,dirudi,Basque,VERB,425,no,1.2324,1.1578,0.3588,0.3889,0.5145,0.6018,2,2,1,1,it seems
110,259,dagoeneko,Basque,ADV,426,no,2.487,-0.765,-0.7687,0.4425,0.4551,0.5382,2,2,1,1,already
435,1596,eskuratu,Basque,VERB,427,no,-2.499,-0.0341,0.3652,0.2293,0.4777,0.6022,5,4,3,2,acquire
478,1947,alberto,Basque,PROPN,428,no,-4.2758,-15.51,-7.2098,0.1533,0.0,0.1747,4,4,3,2,alberto
95,227,iragan,Basque,VERB,429,no,0.9624,3.4285,6.8221,0.3773,0.5846,0.9665,2,2,1,1,past
474,1923,horrelako,Basque,ADJ,430,no,11.845,-2.4349,-1.1748,0.8426,0.4036,0.5153,1,1,1,1,like this
403,3410,daude,Basque,AUX,431,no,2.5522,-1.1672,-0.967,0.4453,0.4427,0.527,2,2,1,1,there are
293,860,daude,Basque,AUX,431,no,-1.1437,2.1671,2.4844,0.2873,0.5456,0.7218,2,2,1,1,there are
65,157,zeuden,Basque,VERB,432,no,-1.7003,-0.5627,2.2425,0.2635,0.4614,0.7081,5,4,3,2,they were
362,3194,sistema,Basque,NOUN,433,no,5.9365,1.66,0.2649,0.59,0.53,0.5965,1,1,1,1,the system
443,1681,txiki,Basque,ADJ,434,no,9.0026,0.1047,0.9693,0.7211,0.482,0.6363,1,1,1,1,small
464,1830,ppk,Basque,PROPN,435,no,-7.8618,-5.0706,2.7361,0.0,0.3222,0.736,4,4,3,2,ppk
42,88,egitea,Basque,VERB,436,no,3.4539,-0.3866,-0.6203,0.4838,0.4668,0.5465,2,2,1,1,to do
451,1741,ikasi,Basque,VERB,437,no,-2.8508,-1.3382,-2.0857,0.2143,0.4374,0.4639,5,4,3,2,learn
460,1803,bikaina,Basque,ADJ,438,no,2.8096,-1.5276,1.0079,0.4563,0.4316,0.6384,2,2,1,1,excellent
453,1749,hasiko,Basque,VERB,439,no,-3.9199,-2.0343,1.0565,0.1686,0.416,0.6412,5,4,3,2,start
422,1518,hartzea,Basque,VERB,440,no,4.1175,1.462,1.3514,0.5122,0.5239,0.6578,2,2,1,1,to take
315,922,daitezkeen,Basque,AUX,441,no,6.1854,-5.5565,-6.8802,0.6006,0.3072,0.1933,1,1,1,1,they can
417,1439,pentsatzen,Basque,VERB,442,no,-2.5199,1.0287,0.4925,0.2284,0.5105,0.6093,5,4,3,2,thinking
488,2019,kanpoko,Basque,ADJ,443,no,5.8576,-3.0864,-2.3617,0.5866,0.3835,0.4483,1,1,1,1,external
148,333,ireki,Basque,VERB,444,no,-2.1176,-1.0105,1.457,0.2456,0.4476,0.6638,5,4,3,2,open
108,252,zeukan,Basque,VERB,445,no,-1.7997,-0.3512,4.6284,0.2592,0.4679,0.8427,2,2,1,1,had
363,3203,eutsi,Basque,VERB,446,no,-3.0866,0.0884,2.9026,0.2042,0.4815,0.7453,2,2,1,1,hold
420,3496,antolatu,Basque,VERB,447,no,2.4647,1.2433,-0.1882,0.4416,0.5171,0.5709,2,2,1,1,organize
398,3377,domina,Basque,NOUN,448,no,0.3925,1.3461,5.0743,0.3529,0.5203,0.8679,2,2,1,1,the medal
374,1214,sortzen,Basque,VERB,449,no,-1.0484,-0.6132,-0.3865,0.2913,0.4598,0.5597,5,4,3,2,creating
477,1946,zuenean,Basque,AUX,450,no,1.5746,-5.4715,-5.5139,0.4035,0.3099,0.2704,2,2,1,1,when he had
